[sieve] sieving primes up to 950000000 ...
y	m	p_m1	p_m	STATUS	gap_log
4133	1130743	17665867	17665871	OK	1.181672e-08
4139	1135026	17737309	17737327	OK	4.021816e-08
4153	1139319	17808953	17808977	OK	1.835817e-09
4157	1143616	17881117	17881151	OK	3.051728e-08
4159	1147926	17952899	17952911	OK	4.835568e-08
4177	1152250	18024583	18024599	OK	1.033504e-08
4201	1156574	18097897	18097903	OK	3.691055e-08
4211	1160890	18170459	18170461	OK	3.138683e-08
4217	1165213	18242149	18242179	OK	2.409254e-08
4219	1169547	18314159	18314171	OK	2.815390e-08
4229	1173896	18387361	18387377	OK	2.637425e-08
4231	1178252	18460289	18460301	OK	2.313682e-08
4241	1182623	18534421	18534431	OK	5.203057e-10
4243	1187002	18607031	18607033	OK	3.230453e-08
4253	1191395	18680141	18680149	OK	6.152202e-09
4259	1195796	18754117	18754123	OK	3.108856e-08
4261	1200208	18828179	18828193	OK	5.157109e-08
4271	1204634	18902699	18902707	OK	1.476315e-09
4273	1209068	18976999	18977011	OK	1.119285e-09
4283	1213518	19051187	19051213	OK	3.567357e-08
4289	1217974	19126351	19126397	OK	1.253548e-08
4297	1222442	19201199	19201201	OK	2.894515e-08
4327	1226919	19276981	19276987	OK	3.421627e-08
4337	1231382	19351693	19351711	OK	2.536487e-08
4339	1235852	19425947	19425949	OK	2.244077e-08
4349	1240337	19501477	19501481	OK	1.119945e-08
4357	1244830	19578071	19578077	OK	4.133514e-08
4363	1249331	19653761	19653779	OK	7.574252e-09
4373	1253844	19729627	19729631	OK	1.679998e-08
4391	1258364	19804469	19804481	OK	2.802445e-08
4397	1262882	19880603	19880629	OK	6.059501e-09
4409	1267412	19956449	19956457	OK	2.839432e-08
4421	1271946	20032279	20032283	OK	6.867117e-09
[600/3244] y=4421 m=1271946 p_m=20032283 (prime_max=949999993)
4423	1276486	20108311	20108329	OK	4.244986e-08
4441	1281040	20184863	20184877	OK	1.353022e-08
4447	1285594	20262383	20262397	OK	4.188772e-08
4451	1290158	20339857	20339909	OK	1.134684e-08
4457	1294736	20417107	20417143	OK	1.984461e-08
4463	1299325	20494783	20494807	OK	1.360551e-08
4481	1303926	20571829	20571869	OK	4.806588e-08
4483	1308525	20649809	20649817	OK	4.517724e-08
4493	1313139	20726117	20726119	OK	3.401846e-08
4507	1317760	20804401	20804431	OK	2.579380e-08
4513	1322384	20882263	20882269	OK	1.561467e-08
4517	1327020	20960803	20960831	OK	4.572500e-08
4519	1331668	21038821	21038837	OK	1.681639e-08
4523	1336332	21117871	21117881	OK	2.265648e-08
4547	1341009	21197117	21197129	OK	1.019675e-08
4549	1345679	21275869	21275873	OK	7.754588e-09
4561	1350365	21355151	21355163	OK	4.457443e-08
4567	1355055	21434341	21434353	OK	3.171218e-08
4583	1359756	21513227	21513241	OK	1.490165e-08
4591	1364459	21592853	21592871	OK	4.376645e-08
4597	1369170	21672341	21672347	OK	2.232178e-08
4603	1373893	21751391	21751393	OK	4.073508e-08
4621	1378626	21831787	21831811	OK	6.705296e-09
4637	1383359	21911509	21911573	OK	2.603432e-08
4639	1388092	21990623	21990643	OK	1.009662e-08
4643	1392841	22070753	22070771	OK	3.229819e-08
4649	1397603	22152359	22152373	OK	3.640126e-08
4651	1402376	22234519	22234523	OK	2.430903e-08
4657	1407165	22315411	22315421	OK	3.383132e-08
4663	1411965	22397443	22397461	OK	3.047343e-08
4673	1416776	22479133	22479137	OK	8.852029e-09
4679	1421595	22560059	22560061	OK	2.550749e-08
4691	1426425	22641587	22641617	OK	3.652665e-08
4703	1431260	22723277	22723289	OK	4.310056e-08
4721	1436099	22805561	22805603	OK	4.847146e-09
4723	1440938	22887257	22887259	OK	1.106214e-08
4729	1445792	22969451	22969477	OK	6.384604e-09
4733	1450658	23051239	23051243	OK	3.554658e-08
4751	1455536	23134847	23134873	OK	7.301399e-09
4759	1460414	23217749	23217757	OK	2.346145e-08
4783	1465301	23300077	23300087	OK	2.863323e-08
4787	1470180	23382427	23382451	OK	6.420826e-09
4789	1475073	23465891	23465903	OK	1.101209e-08
4793	1479981	23549179	23549191	OK	3.550667e-09
4799	1484903	23632747	23632759	OK	2.404937e-08
4801	1489836	23716967	23716969	OK	3.299604e-08
4813	1494784	23801333	23801347	OK	1.938435e-08
4817	1499738	23885863	23885893	OK	3.856715e-08
4831	1504704	23970091	23970113	OK	2.104676e-09
4861	1509674	24054203	24054227	OK	4.347126e-09
4871	1514631	24139067	24139069	OK	1.997015e-08
4877	1519595	24223007	24223009	OK	3.058304e-08
4889	1524570	24306409	24306419	OK	3.714901e-08
4903	1529549	24391009	24391043	OK	1.735427e-09
4909	1534532	24476527	24476533	OK	5.585053e-09
4919	1539527	24561221	24561227	OK	4.010452e-08
4931	1544528	24646621	24646627	OK	2.712709e-08
4933	1549534	24730561	24730567	OK	1.329061e-08
4937	1554556	24816433	24816443	OK	3.207939e-08
4943	1559591	24902837	24902849	OK	3.538632e-08
4951	1564637	24988927	24988961	OK	2.488602e-08
4957	1569692	25075339	25075361	OK	5.530561e-09
4967	1574759	25162021	25162037	OK	1.739227e-08
4969	1579833	25249849	25249859	OK	1.312016e-08
4973	1584923	25336049	25336057	OK	2.604487e-08
4987	1590026	25423933	25423961	OK	2.300621e-08
4993	1595132	25510973	25511011	OK	1.433529e-08
4999	1600250	25597549	25597553	OK	3.223769e-08
5003	1605379	25685771	25685773	OK	3.679729e-08
5009	1610521	25772849	25772863	OK	2.488627e-08
5011	1615674	25860599	25860607	OK	2.865722e-09
5021	1620843	25948619	25948673	OK	8.976443e-10
5023	1626020	26037227	26037247	OK	2.590672e-08
5039	1631212	26125699	26125709	OK	2.890542e-08
5051	1636405	26214743	26214763	OK	2.744173e-08
5059	1641603	26303951	26303969	OK	1.281964e-08
5077	1646811	26392867	26392879	OK	2.197109e-08
5081	1652018	26481569	26481617	OK	3.365496e-08
5087	1657238	26569717	26569727	OK	3.210400e-08
5099	1662469	26659273	26659291	OK	1.697948e-08
5101	1667706	26749427	26749487	OK	3.040788e-08
5107	1672958	26839607	26839613	OK	1.787035e-08
5113	1678222	26929387	26929391	OK	2.759821e-08
5119	1683497	27019037	27019049	OK	2.337664e-08
5147	1688783	27109163	27109183	OK	3.242796e-09
5153	1694059	27199729	27199747	OK	3.130131e-08
5167	1699345	27290749	27290759	OK	3.461223e-09
5171	1704635	27382037	27382039	OK	4.191253e-10
5179	1709939	27472297	27472307	OK	1.830011e-08
5189	1715252	27563383	27563429	OK	2.182203e-08
5197	1720572	27654097	27654113	OK	1.936075e-08
5209	1725901	27744737	27744757	OK	1.738888e-09
5227	1731236	27837247	27837259	OK	1.212030e-08
5231	1736570	27928357	27928361	OK	1.360982e-08
5233	1741917	28019993	28020023	OK	3.861400e-09
5237	1747280	28112057	28112069	OK	1.277003e-08
5261	1752656	28204741	28204777	OK	1.220650e-09
5273	1758026	28295821	28295867	OK	2.694636e-08
5279	1763400	28388741	28388791	OK	1.189166e-08
5281	1768786	28481491	28481501	OK	1.441226e-08
5297	1774187	28573477	28573483	OK	2.437956e-09
5303	1779590	28665839	28665869	OK	1.949375e-08
5309	1785004	28759349	28759363	OK	2.179653e-08
5323	1790429	28853417	28853423	OK	4.796233e-09
5333	1795858	28946609	28946641	OK	1.451389e-08
5347	1801294	29039903	29039929	OK	1.138466e-08
5351	1806734	29133827	29133829	OK	3.260304e-08
5381	1812186	29228063	29228077	OK	1.749120e-09
5387	1817626	29321101	29321111	OK	3.335569e-09
5393	1823077	29414633	29414639	OK	8.726443e-10
5399	1828540	29509721	29509729	OK	1.476833e-08
5407	1834014	29603621	29603633	OK	1.625518e-08
5413	1839497	29697583	29697587	OK	7.105754e-09
5417	1844992	29792537	29792561	OK	2.225629e-08
5419	1850500	29886517	29886533	OK	1.873638e-08
5431	1856023	29981059	29981071	OK	6.244440e-09
5437	1861552	30075403	30075439	OK	2.251310e-08
5441	1867092	30170617	30170627	OK	2.804712e-08
5443	1872645	30265819	30265849	OK	1.869385e-08
5449	1878214	30361109	30361129	OK	2.640995e-08
5471	1883794	30458357	30458413	OK	1.825952e-08
5477	1889369	30554191	30554201	OK	8.697706e-10
5479	1894956	30649559	30649571	OK	5.069867e-09
5483	1900559	30745651	30745657	OK	2.977578e-08
5501	1906174	30842639	30842657	OK	1.503312e-09
5503	1911789	30939247	30939253	OK	1.501633e-09
5507	1917420	31037159	31037161	OK	1.146339e-08
5519	1923065	31135613	31135627	OK	2.807801e-08
5521	1928715	31233731	31233751	OK	3.027113e-08
5527	1934380	31331081	31331087	OK	1.159356e-08
5531	1940057	31429303	31429309	OK	8.251848e-09
5557	1945748	31528633	31528669	OK	1.138410e-08
5563	1951430	31626367	31626377	OK	1.115493e-08
5569	1957124	31725097	31725131	OK	2.780669e-08
5573	1962829	31823381	31823387	OK	2.505576e-08
5581	1968547	31921817	31921829	OK	6.528024e-09
5591	1974275	32020951	32020969	OK	2.669459e-09
5623	1980011	32119609	32119621	OK	1.351411e-08
5639	1985732	32219309	32219311	OK	2.777632e-08
5641	1991454	32317981	32317991	OK	2.985059e-08
5647	1997191	32417039	32417053	OK	1.734136e-08
5651	2002940	32516147	32516149	OK	2.158240e-08
5653	2008702	32615239	32615243	OK	1.095391e-08
5657	2014480	32715343	32715373	OK	1.272769e-08
5659	2020272	32815897	32815919	OK	2.580717e-08
5669	2026079	32917279	32917289	OK	1.454941e-08
5683	2031894	33016909	33016939	OK	2.185543e-08
5689	2037712	33118313	33118361	OK	1.446023e-08
5693	2043542	33219313	33219317	OK	2.005627e-08
5701	2049385	33319763	33319771	OK	7.203300e-09
5711	2055238	33420493	33420523	OK	1.115538e-08
5717	2061098	33522451	33522469	OK	1.168379e-09
5737	2066971	33624421	33624431	OK	2.905329e-08
5741	2072840	33726271	33726281	OK	1.801174e-08
5743	2078723	33827221	33827249	OK	1.911521e-08
5749	2084621	33929561	33929563	OK	1.403173e-09
5779	2090532	34033471	34033477	OK	1.858264e-08
5783	2096429	34136507	34136513	OK	1.473621e-09
5791	2102341	34240069	34240079	OK	1.909695e-08
5801	2108262	34343809	34343819	OK	1.653626e-08
5807	2114191	34447759	34447769	OK	2.237131e-08
5813	2120131	34549909	34549913	OK	1.210185e-08
5821	2126083	34653499	34653517	OK	1.379598e-08
5827	2132045	34758613	34758631	OK	2.127597e-08
5839	2138018	34862081	34862083	OK	8.238669e-09
5843	2143997	34964827	34964849	OK	1.365663e-08
5849	2149990	35069873	35069887	OK	2.658092e-08
5851	2155994	35174213	35174221	OK	1.748229e-08
5857	2162014	35278861	35278883	OK	1.479144e-08
5861	2168046	35383549	35383553	OK	2.050454e-08
5867	2174091	35488477	35488501	OK	5.916021e-09
5869	2180149	35593799	35593807	OK	2.548972e-08
5879	2186222	35699239	35699249	OK	1.946110e-08
5881	2192303	35804467	35804477	OK	2.358645e-08
5897	2198399	35912047	35912053	OK	9.028481e-10
5903	2204498	36017453	36017459	OK	1.887455e-08
5923	2210608	36123391	36123413	OK	1.724824e-08
5927	2216715	36230569	36230573	OK	5.092065e-09
5939	2222837	36335669	36335671	OK	2.692360e-08
5953	2228963	36443101	36443107	OK	7.648775e-09
5981	2235093	36549517	36549523	OK	1.198681e-09
5987	2241213	36656311	36656317	OK	1.825429e-08
6007	2247344	36763403	36763417	OK	1.305069e-08
6011	2253473	36870683	36870689	OK	2.576137e-08
6029	2259615	36978793	36978803	OK	1.311881e-08
6037	2265757	37085327	37085329	OK	1.837668e-08
6043	2271908	37191439	37191487	OK	1.243250e-08
6047	2278071	37300009	37300019	OK	1.446866e-08
6053	2284248	37406869	37406899	OK	2.209761e-08
6067	2290436	37514677	37514689	OK	1.134163e-08
6073	2296628	37622867	37622873	OK	1.585090e-08
6079	2302831	37730867	37730881	OK	2.107891e-09
6089	2309047	37839629	37839631	OK	2.183262e-08
6091	2315270	37949237	37949243	OK	2.329105e-08
6101	2321508	38057813	38057819	OK	1.556220e-09
6113	2327755	38166439	38166461	OK	1.866560e-08
6121	2334007	38274571	38274581	OK	2.358909e-08
6131	2340268	38383069	38383073	OK	1.440318e-08
6133	2346537	38493157	38493181	OK	1.419814e-08
6143	2352822	38603329	38603333	OK	1.790963e-08
[800/3244] y=6143 m=2352822 p_m=38603333 (prime_max=949999993)
6151	2359114	38712959	38713001	OK	1.909360e-09
6163	2365417	38822557	38822569	OK	2.347541e-08
6173	2371724	38931331	38931349	OK	6.886878e-09
6197	2378040	39042697	39042713	OK	2.551459e-08
6199	2384348	39152671	39152699	OK	8.164684e-09
6203	2390673	39263641	39263663	OK	2.301611e-08
6211	2397011	39373013	39373021	OK	2.261044e-08
6217	2403358	39483823	39483869	OK	6.132585e-09
6221	2409718	39594769	39594791	OK	2.307282e-08
6229	2416091	39704747	39704771	OK	2.294490e-08
6247	2422473	39817207	39817223	OK	3.537506e-09
6257	2428856	39929423	39929471	OK	2.045979e-08
6263	2435246	40042339	40042351	OK	1.735135e-08
6269	2441648	40154069	40154077	OK	1.926531e-08
6271	2448061	40267039	40267057	OK	1.991276e-09
6277	2454491	40377877	40377901	OK	1.581016e-08
6287	2460932	40491289	40491317	OK	1.011502e-08
6299	2467381	40605053	40605107	OK	1.008820e-08
6301	2473836	40718129	40718141	OK	1.477248e-08
6311	2480306	40830121	40830133	OK	1.696037e-09
6317	2486785	40945039	40945063	OK	2.046096e-08
6323	2493275	41059043	41059061	OK	1.533190e-08
6329	2499777	41171971	41171981	OK	1.458837e-08
6337	2506291	41286907	41286919	OK	1.748031e-08
6343	2512815	41401753	41401757	OK	2.305573e-08
6353	2519350	41516593	41516599	OK	6.041773e-09
6359	2525894	41632867	41632919	OK	1.677992e-08
6361	2532449	41747543	41747549	OK	2.523575e-09
6367	2539021	41861629	41861681	OK	1.348435e-08
6373	2545604	41978789	41978801	OK	1.567166e-09
6379	2552200	42095023	42095059	OK	9.548900e-09
6389	2558808	42210319	42210331	OK	1.920762e-08
6397	2565423	42325567	42325579	OK	1.281879e-08
6421	2572048	42442583	42442607	OK	1.036117e-08
6427	2578667	42558209	42558223	OK	2.346094e-08
6449	2585297	42675163	42675179	OK	1.327869e-08
6451	2591923	42791699	42791701	OK	1.608171e-08
6469	2598565	42909523	42909527	OK	1.809080e-08
6473	2605206	43027151	43027157	OK	2.518231e-09
6481	2611862	43143923	43143941	OK	9.977426e-09
6491	2618528	43260883	43260887	OK	2.218353e-08
6521	2625201	43378199	43378211	OK	1.437624e-08
6529	2631861	43494901	43494917	OK	1.639389e-09
6547	2638532	43612031	43612081	OK	1.941539e-08
6551	2645202	43730629	43730639	OK	2.016856e-08
6553	2651886	43848529	43848533	OK	2.202709e-08
6563	2658585	43965433	43965457	OK	1.605315e-09
6569	2665293	44083631	44083639	OK	1.239282e-08
6571	2672012	44202617	44202629	OK	9.947559e-10
6577	2678748	44320981	44320987	OK	1.337295e-08
6581	2685495	44440153	44440171	OK	4.847719e-09
6599	2692257	44559479	44559491	OK	1.902628e-08
6607	2699018	44678083	44678093	OK	2.164394e-08
6619	2705788	44796107	44796119	OK	7.326223e-09
6637	2712565	44916317	44916337	OK	2.001781e-08
6653	2719341	45036073	45036107	OK	1.873483e-08
6659	2726118	45154427	45154441	OK	4.992168e-09
6661	2732908	45273937	45273953	OK	1.539843e-08
6673	2739713	45392761	45392791	OK	9.622954e-09
6679	2746524	45512483	45512503	OK	1.139285e-08
6689	2753347	45631903	45631919	OK	1.751722e-08
6691	2760177	45752407	45752417	OK	6.718882e-09
6701	2767024	45873691	45873697	OK	1.746410e-08
6703	2773878	45994471	45994499	OK	1.161267e-08
6709	2780748	46116029	46116041	OK	4.826242e-09
6719	2787631	46237493	46237511	OK	1.895080e-08
6733	2794521	46359851	46359857	OK	1.334609e-08
6737	2801415	46481767	46481777	OK	1.275997e-08
6761	2808323	46603481	46603499	OK	1.265470e-08
6763	2815224	46725011	46725071	OK	3.481943e-09
6779	2822142	46847029	46847033	OK	1.543467e-08
6781	2829061	46969523	46969537	OK	1.305331e-08
6791	2835996	47092663	47092681	OK	9.567029e-09
6793	2842939	47214191	47214199	OK	8.635618e-09
6803	2849898	47337497	47337517	OK	7.404544e-09
6823	2856865	47461649	47461663	OK	8.683148e-09
6827	2863830	47584049	47584093	OK	1.789040e-08
6829	2870808	47708407	47708413	OK	4.879684e-09
6833	2877803	47832413	47832437	OK	9.854046e-09
6841	2884812	47956339	47956367	OK	1.576120e-08
6857	2891831	48081863	48081883	OK	2.021074e-08
6863	2898851	48205601	48205613	OK	8.011117e-09
6869	2905884	48330493	48330497	OK	1.514328e-08
6871	2912928	48455633	48455653	OK	2.525149e-09
6883	2919989	48580547	48580559	OK	7.698403e-09
6899	2927056	48705749	48705757	OK	1.534412e-08
6907	2934124	48830813	48830857	OK	5.080225e-09
6911	2941203	48956543	48956591	OK	1.745486e-08
6917	2948295	49082771	49082773	OK	7.522863e-09
6947	2955400	49207747	49207759	OK	1.711935e-08
6949	2962492	49333723	49333729	OK	1.994291e-08
6959	2969599	49458943	49458961	OK	2.200841e-09
6961	2976715	49583617	49583629	OK	9.452220e-09
6967	2983847	49710103	49710113	OK	1.736534e-08
6971	2990990	49836749	49836751	OK	4.144323e-09
6977	2998148	49963157	49963163	OK	1.032857e-08
6983	3005318	50091029	50091073	OK	1.491458e-08
6991	3012500	50218291	50218297	OK	1.782733e-08
6997	3019691	50345257	50345263	OK	1.302333e-10
7001	3026895	50473547	50473559	OK	5.878805e-10
7013	3034114	50600747	50600749	OK	1.886843e-08
7019	3041338	50729501	50729509	OK	1.922742e-08
7027	3048574	50856721	50856731	OK	1.888967e-08
7039	3055820	50986829	50986841	OK	1.723598e-08
7043	3063072	51115511	51115513	OK	1.427317e-08
7057	3070338	51244867	51244873	OK	7.269197e-09
7069	3077608	51373799	51373807	OK	2.558363e-09
7079	3084884	51503119	51503131	OK	1.003424e-09
7103	3092168	51631651	51631661	OK	5.109030e-10
7109	3099446	51761321	51761323	OK	6.460097e-09
7121	3106736	51889781	51889811	OK	1.401379e-08
7127	3114031	52019719	52019731	OK	4.416576e-09
7129	3121339	52149443	52149463	OK	1.312998e-08
7151	3128663	52280209	52280227	OK	1.692903e-08
7159	3135982	52410401	52410403	OK	6.506969e-09
7177	3143312	52541197	52541201	OK	1.500891e-08
7187	3150641	52671109	52671133	OK	8.565146e-09
7193	3157978	52801657	52801667	OK	3.413497e-09
7207	3165328	52932073	52932083	OK	1.722883e-08
7211	3172681	53063117	53063149	OK	1.424523e-08
7213	3180048	53194159	53194189	OK	1.039803e-08
7219	3187431	53324207	53324209	OK	4.306921e-09
7229	3194827	53457059	53457067	OK	1.595929e-08
7237	3202230	53590259	53590267	OK	5.993505e-09
7243	3209644	53722117	53722147	OK	1.219432e-08
7247	3217070	53854841	53854883	OK	1.692595e-08
7253	3224510	53986147	53986157	OK	1.846130e-08
7283	3231962	54119257	54119267	OK	1.838058e-08
7297	3239401	54253093	54253109	OK	7.909167e-09
7307	3246845	54385963	54385993	OK	1.627326e-08
7309	3254296	54519149	54519161	OK	4.427736e-09
7321	3261764	54651187	54651193	OK	9.367023e-09
7331	3269238	54784823	54784837	OK	1.587108e-08
7333	3276719	54919793	54919807	OK	2.227596e-09
7349	3284217	55052423	55052429	OK	3.023623e-09
7351	3291717	55185887	55185913	OK	9.248193e-09
7369	3299233	55319851	55319879	OK	1.160080e-08
7393	3306749	55453721	55453729	OK	1.674297e-08
7411	3314258	55588681	55588693	OK	7.934336e-09
7417	3321767	55721669	55721671	OK	2.182597e-09
7433	3329289	55855027	55855031	OK	1.716856e-08
7451	3336812	55989977	55990003	OK	1.550216e-08
7457	3344335	56123071	56123087	OK	1.738707e-08
7459	3351869	56257469	56257507	OK	5.445779e-09
7477	3359420	56392639	56392657	OK	1.006613e-08
7481	3366971	56528441	56528449	OK	1.433858e-08
7487	3374535	56662621	56662643	OK	9.366153e-10
7489	3382112	56796169	56796191	OK	9.273709e-09
7499	3389705	56932333	56932357	OK	1.740864e-08
7507	3397305	57068273	57068299	OK	7.644514e-09
7517	3404916	57204023	57204067	OK	1.582877e-08
7523	3412534	57338867	57338881	OK	7.753680e-09
7529	3420164	57476071	57476087	OK	1.245273e-09
7537	3427807	57612547	57612559	OK	1.024570e-08
7541	3435459	57749927	57749929	OK	2.928174e-10
7547	3443126	57887087	57887111	OK	4.350481e-09
7549	3450805	58025651	58025659	OK	6.241455e-09
7559	3458500	58162229	58162241	OK	5.171924e-09
7561	3466203	58300409	58300447	OK	3.318710e-09
7573	3473923	58438553	58438559	OK	1.510657e-08
7577	3481648	58576381	58576387	OK	9.466294e-09
7583	3489387	58715003	58715009	OK	2.235902e-09
7589	3497139	58852151	58852187	OK	1.070318e-08
7591	3504902	58991843	58991851	OK	6.128072e-10
7603	3512682	59131153	59131169	OK	1.204102e-09
7607	3520469	59272097	59272117	OK	1.624155e-08
7621	3528269	59412211	59412281	OK	8.989669e-09
7639	3536073	59550889	59550893	OK	1.281664e-09
7643	3543878	59690921	59690947	OK	1.257625e-08
7649	3551696	59830549	59830553	OK	3.217675e-09
7669	3559527	59971423	59971447	OK	8.498507e-09
7673	3567356	60111787	60111803	OK	1.480084e-08
7681	3575198	60251773	60251777	OK	3.450654e-10
7687	3583051	60392153	60392159	OK	1.172730e-09
7691	3590917	60533467	60533479	OK	1.632544e-08
7699	3598796	60673967	60674021	OK	1.032219e-08
7703	3606685	60815107	60815113	OK	2.913266e-09
7717	3614589	60956333	60956359	OK	9.493402e-09
7723	3622497	61098019	61098067	OK	1.604294e-08
7727	3630416	61241029	61241039	OK	5.330103e-11
7741	3638351	61384319	61384321	OK	9.843213e-09
7753	3646289	61526477	61526533	OK	1.703827e-09
7757	3654234	61670017	61670023	OK	7.395816e-09
7759	3662193	61813393	61813399	OK	7.531302e-09
7789	3670168	61956101	61956107	OK	1.746811e-09
7793	3678131	62098417	62098429	OK	2.214578e-09
7817	3686109	62241833	62241847	OK	1.587905e-08
7823	3694080	62384269	62384279	OK	1.599152e-08
7829	3702063	62527643	62527657	OK	1.336817e-08
7841	3710058	62672749	62672807	OK	5.370247e-09
7853	3718060	62815559	62815573	OK	1.219994e-08
7867	3726067	62958983	62959003	OK	2.774452e-09
7873	3734079	63103597	63103603	OK	8.347984e-09
7877	3742103	63247567	63247619	OK	1.035671e-08
7879	3750141	63391967	63391969	OK	8.816327e-09
7883	3758195	63536113	63536131	OK	3.361915e-09
7901	3766264	63681091	63681109	OK	9.506568e-09
7907	3774332	63825353	63825403	OK	5.530000e-10
7919	3782413	63969673	63969683	OK	6.187745e-09
7927	3790500	64115221	64115257	OK	1.010141e-08
[1000/3244] y=7927 m=3790500 p_m=64115257 (prime_max=949999993)
7933	3798597	64261399	64261409	OK	1.123563e-08
7937	3806706	64406201	64406207	OK	9.020671e-09
7949	3814829	64552889	64552897	OK	2.302576e-09
7951	3822959	64700417	64700429	OK	6.385505e-09
7963	3831105	64847821	64847831	OK	2.967025e-09
7993	3839258	64994999	64995023	OK	1.188118e-08
8009	3847398	65141521	65141537	OK	1.042073e-08
8011	3855540	65288303	65288317	OK	6.573240e-09
8017	3863699	65435011	65435033	OK	1.380697e-08
8039	3871869	65581739	65581753	OK	4.499403e-09
8053	3880036	65729581	65729611	OK	9.830873e-09
8059	3888207	65876159	65876177	OK	1.354814e-08
8069	3896389	66022919	66022927	OK	1.875043e-10
8081	3904580	66170081	66170101	OK	1.893936e-09
8087	3912777	66316051	66316057	OK	3.427306e-09
8089	3920986	66464059	66464077	OK	4.372268e-09
8093	3929211	66611383	66611387	OK	1.170682e-09
8101	3937451	66760009	66760027	OK	1.003491e-08
8111	3945700	66909169	66909181	OK	1.943531e-10
8117	3953958	67058129	67058141	OK	2.105043e-09
8123	3962229	67207073	67207079	OK	1.455192e-08
8147	3970511	67355737	67355767	OK	9.492462e-09
8161	3978787	67504117	67504121	OK	7.093473e-09
8167	3987067	67653479	67653497	OK	4.329309e-09
8171	3995360	67803079	67803101	OK	1.335741e-08
8179	4003666	67952153	67952173	OK	3.725190e-09
8191	4011983	68102717	68102729	OK	6.475775e-09
8209	4020306	68252543	68252549	OK	6.430316e-09
8219	4028629	68403347	68403383	OK	5.579896e-09
8221	4036960	68554181	68554193	OK	2.015006e-09
8231	4045308	68704913	68704919	OK	8.398794e-09
8233	4053664	68856413	68856419	OK	1.153738e-08
8237	4062036	69006929	69006983	OK	9.597324e-09
8243	4070422	69159187	69159197	OK	3.558479e-09
8263	4078821	69311717	69311783	OK	6.206841e-09
8269	4087218	69461597	69461599	OK	9.480831e-09
8273	4095627	69612989	69612997	OK	1.114327e-08
8287	4104050	69763973	69763987	OK	9.247925e-09
8291	4112477	69917063	69917083	OK	6.024275e-09
8293	4120919	70070359	70070369	OK	1.076844e-08
8297	4129377	70223683	70223689	OK	9.362390e-09
8311	4137849	70375999	70376003	OK	3.680878e-09
8317	4146326	70528169	70528177	OK	1.125743e-08
8329	4154814	70682089	70682113	OK	6.490916e-10
8353	4163310	70836839	70836853	OK	1.374610e-08
8363	4171799	70990189	70990201	OK	1.214036e-08
8369	4180296	71143519	71143547	OK	7.548631e-09
8377	4188806	71297803	71297839	OK	1.321406e-08
8387	4197325	71450833	71450861	OK	1.310027e-09
8389	4205853	71604473	71604479	OK	2.504351e-09
8419	4214398	71759707	71759711	OK	1.267130e-08
8423	4222930	71914849	71914873	OK	8.023794e-09
8429	4231477	72069301	72069343	OK	1.323012e-08
8431	4240035	72222121	72222131	OK	2.340695e-09
8443	4248610	72377147	72377183	OK	2.943180e-09
8447	4257191	72532907	72532919	OK	3.752590e-10
8461	4265787	72689137	72689153	OK	6.457331e-09
8467	4274387	72844459	72844469	OK	9.535457e-09
8501	4282999	72999439	72999449	OK	9.363654e-09
8513	4291595	73155809	73155851	OK	1.144445e-08
8521	4300197	73312049	73312067	OK	9.349268e-09
8527	4308809	73469023	73469041	OK	4.292138e-09
8537	4317434	73624543	73624549	OK	9.174877e-09
8539	4326067	73780417	73780457	OK	1.241823e-08
8543	4334716	73936957	73937009	OK	1.130608e-08
8563	4343379	74095937	74095939	OK	5.458259e-09
8573	4352041	74252851	74252863	OK	9.901289e-09
8581	4360711	74410069	74410073	OK	1.071304e-08
8597	4369391	74568607	74568617	OK	8.154241e-09
8599	4378073	74725349	74725361	OK	3.101621e-09
8609	4386772	74883209	74883217	OK	7.665225e-09
8623	4395479	75041453	75041467	OK	9.348976e-09
8627	4404190	75198493	75198511	OK	8.129833e-09
8629	4412915	75356023	75356059	OK	4.769021e-09
8641	4421657	75513517	75513527	OK	1.134536e-08
8647	4430404	75672683	75672697	OK	1.561851e-09
8663	4439164	75831493	75831517	OK	1.225786e-09
8669	4447926	75989129	75989141	OK	6.875889e-11
8677	4456701	76148747	76148749	OK	9.045797e-09
8681	4465485	76309021	76309031	OK	3.875781e-10
8689	4474285	76469123	76469131	OK	1.240689e-08
8693	4483094	76629733	76629743	OK	6.333749e-09
8699	4491918	76791383	76791389	OK	7.015358e-09
8707	4500754	76951487	76951513	OK	2.852245e-09
8713	4509601	77111759	77111777	OK	8.622695e-09
8719	4518460	77272567	77272579	OK	1.011303e-08
8731	4527331	77433931	77433989	OK	6.369752e-09
8737	4536209	77594873	77594887	OK	1.139184e-08
8741	4545099	77757403	77757479	OK	1.077110e-08
8747	4554003	77918459	77918461	OK	4.577031e-09
8753	4562920	78081049	78081071	OK	6.688370e-09
8761	4571849	78243161	78243169	OK	3.712471e-09
8779	4580789	78406921	78406927	OK	7.049156e-09
8783	4589729	78569963	78569977	OK	6.447062e-09
8803	4598683	78732757	78732769	OK	6.227180e-10
8807	4607636	78895627	78895633	OK	6.053202e-09
8819	4616603	79058851	79058869	OK	5.005544e-09
8821	4625576	79221689	79221713	OK	8.492199e-10
8831	4634566	79386077	79386091	OK	2.242976e-09
