[sieve] sieving primes up to 950000000 ...
y	m	p_m1	p_m	STATUS	gap_log
13807	10766071	194050303	194050309	OK	2.923506e-09
13829	10780135	194318689	194318699	OK	4.294356e-09
13831	10794195	194587397	194587439	OK	5.628827e-10
13841	10808274	194855327	194855351	OK	4.956327e-09
13859	10822361	195122579	195122597	OK	3.627109e-09
13873	10836449	195393343	195393377	OK	1.605696e-09
13877	10850543	195661771	195661819	OK	3.439805e-09
13879	10864652	195931777	195931823	OK	3.439358e-09
13883	10878778	196201843	196201877	OK	1.606494e-09
13901	10892920	196473821	196473833	OK	2.241839e-09
13903	10907063	196744169	196744181	OK	2.225240e-09
13907	10921223	197013941	197013961	OK	1.336612e-10
13913	10935399	197285269	197285281	OK	9.870736e-10
13921	10949589	197557601	197557621	OK	5.014954e-09
13931	10963789	197831111	197831149	OK	1.482257e-09
13933	10977999	198103721	198103751	OK	1.214726e-09
13963	10992227	198375031	198375061	OK	3.311107e-09
13967	11006443	198644839	198644843	OK	1.421891e-09
13997	11020675	198918143	198918157	OK	2.786263e-09
13999	11034896	199190671	199190689	OK	4.087192e-09
14009	11049134	199460647	199460671	OK	3.591826e-09
14011	11063381	199734569	199734589	OK	1.961444e-09
14029	11077646	200006713	200006731	OK	2.832969e-09
14033	11091912	200276809	200276827	OK	3.857732e-09
14051	11106193	200551711	200551717	OK	2.896576e-09
14057	11120475	200824079	200824081	OK	1.310464e-09
14071	11134771	201097667	201097681	OK	2.802900e-09
14081	11149072	201371347	201371351	OK	3.408352e-09
14083	11163382	201645709	201645713	OK	2.528215e-09
14087	11177710	201919253	201919259	OK	4.458902e-09
14107	11192053	202192687	202192691	OK	4.818006e-09
14143	11206395	202467949	202467983	OK	4.523095e-09
14149	11220720	202743577	202743587	OK	4.493019e-09
14153	11235058	203017681	203017687	OK	2.735987e-09
14159	11249412	203291771	203291791	OK	4.443378e-09
14173	11263779	203566709	203566733	OK	4.763331e-09
14177	11278151	203841653	203841683	OK	3.656505e-09
14197	11292538	204115739	204115757	OK	1.300080e-09
14207	11306925	204392219	204392233	OK	3.046960e-09
14221	11321321	204667339	204667343	OK	3.634315e-09
14243	11335722	204941117	204941119	OK	3.464412e-09
14249	11350120	205217899	205217927	OK	2.756855e-09
14251	11364531	205492967	205492979	OK	6.856348e-10
14281	11378960	205769659	205769687	OK	1.743198e-09
14293	11393378	206046523	206046541	OK	2.562055e-09
14303	11407803	206322239	206322241	OK	2.211501e-09
14321	11422237	206599091	206599109	OK	8.950655e-10
14323	11436673	206874293	206874301	OK	3.657778e-09
14327	11451125	207151657	207151663	OK	3.706396e-10
14341	11465593	207427951	207427993	OK	4.264581e-10
14347	11480067	207703553	207703577	OK	4.782254e-09
14369	11494553	207981727	207981797	OK	3.146012e-09
14387	11509036	208259111	208259167	OK	6.192337e-10
14389	11523521	208539251	208539271	OK	1.640559e-09
14401	11538023	208815433	208815461	OK	1.106653e-09
14407	11552533	209095499	209095501	OK	4.475079e-09
14411	11567055	209372897	209372903	OK	1.570493e-09
14419	11581593	209649919	209649929	OK	2.411127e-09
14423	11596142	209927299	209927309	OK	2.751498e-09
14431	11610706	210207539	210207551	OK	1.607197e-09
14437	11625282	210487853	210487873	OK	3.714617e-09
14447	11639871	210768031	210768043	OK	3.952616e-09
14449	11654469	211048169	211048177	OK	2.776561e-09
14461	11669085	211327603	211327621	OK	4.569347e-09
14479	11683707	211607083	211607101	OK	9.192528e-10
14489	11698331	211888049	211888063	OK	1.219143e-09
14503	11712965	212169781	212169787	OK	4.679150e-09
14519	11727603	212450789	212450801	OK	2.125606e-09
14533	11742245	212731091	212731147	OK	3.484025e-09
14537	11756892	213011077	213011083	OK	3.570898e-09
14543	11771554	213292649	213292663	OK	2.638305e-09
14549	11786229	213574399	213574423	OK	1.973800e-10
14551	11800918	213858427	213858443	OK	3.995450e-10
14557	11815625	214139999	214140011	OK	3.399971e-09
14561	11830344	214423369	214423409	OK	1.567450e-10
14563	11845080	214704703	214704709	OK	4.473849e-09
14591	11859832	214986263	214986293	OK	2.940182e-09
14593	11874575	215267809	215267827	OK	1.541672e-09
14621	11889336	215550833	215550847	OK	3.206542e-09
14627	11904088	215835287	215835317	OK	4.135230e-09
14629	11918853	216117677	216117689	OK	3.551731e-09
14633	11933635	216401617	216401639	OK	1.468294e-09
14639	11948433	216686903	216686917	OK	2.292588e-09
14653	11963244	216972017	216972047	OK	9.804736e-10
14657	11978061	217256477	217256491	OK	2.966684e-09
14669	11992893	217540979	217540997	OK	3.630778e-09
14683	12007732	217828087	217828111	OK	2.581862e-09
14699	12022576	218110993	218111027	OK	1.008760e-11
14713	12037424	218396429	218396443	OK	1.512378e-09
14717	12052277	218682853	218682857	OK	1.366959e-09
14723	12067146	218967269	218967289	OK	4.165793e-09
14731	12082027	219253493	219253501	OK	9.434157e-10
14737	12096920	219540011	219540019	OK	7.392359e-10
14741	12111827	219827287	219827303	OK	3.314206e-09
14747	12126749	220114919	220114933	OK	3.728505e-09
14753	12141684	220402459	220402471	OK	2.287240e-09
14759	12156633	220689697	220689701	OK	3.494249e-09
14767	12171595	220977707	220977719	OK	2.775624e-09
14771	12186568	221263643	221263667	OK	5.366926e-10
14779	12201557	221553109	221553113	OK	1.045750e-09
14783	12216558	221841043	221841047	OK	4.116397e-09
14797	12231573	222128287	222128303	OK	8.208679e-10
14813	12246594	222417863	222417883	OK	1.113676e-09
14821	12261618	222704347	222704359	OK	1.065860e-10
14827	12276654	222994133	222994159	OK	1.955886e-09
14831	12291703	223281131	223281181	OK	2.225618e-09
14843	12306767	223568633	223568659	OK	1.075100e-09
14851	12321839	223859837	223859873	OK	3.299573e-09
14867	12336922	224150237	224150261	OK	3.117926e-09
14869	12352008	224439107	224439109	OK	2.022890e-09
14879	12367112	224730173	224730197	OK	3.301686e-09
14887	12382225	225020839	225020863	OK	2.448754e-09
14891	12397350	225313511	225313513	OK	4.320697e-09
14897	12412490	225605813	225605839	OK	3.483225e-09
14923	12427643	225896753	225896761	OK	3.444037e-10
14929	12442790	226187603	226187657	OK	1.463092e-09
14939	12457950	226479263	226479289	OK	6.620132e-10
14947	12473120	226770421	226770431	OK	2.557116e-09
14951	12488301	227062063	227062067	OK	2.812965e-09
14957	12503497	227354657	227354669	OK	1.026687e-09
14969	12518707	227649277	227649281	OK	1.564277e-09
14983	12533925	227944523	227944567	OK	4.069944e-09
15013	12549147	228236011	228236027	OK	4.875403e-10
15017	12564359	228529183	228529237	OK	1.137544e-09
15031	12579586	228821149	228821183	OK	3.315537e-11
15053	12594819	229113977	229113979	OK	2.016067e-09
15061	12610049	229408967	229408979	OK	2.840687e-09
15073	12625290	229701931	229701937	OK	1.717842e-09
15077	12640539	229994881	229994893	OK	3.625131e-09
15083	12655803	230288789	230288813	OK	3.957897e-09
15091	12671080	230582767	230582773	OK	2.224978e-09
15101	12686369	230875577	230875607	OK	3.676543e-09
15107	12701667	231170449	231170453	OK	3.571138e-09
15121	12716978	231463451	231463459	OK	1.723895e-09
15131	12732295	231759299	231759343	OK	2.878265e-09
15137	12747621	232054967	232054987	OK	2.276047e-09
15139	12762961	232351459	232351477	OK	4.001600e-09
15149	12778318	232647787	232647841	OK	3.222688e-09
15161	12793684	232942691	232942709	OK	7.787492e-10
15173	12809058	233241289	233241301	OK	9.959683e-10
15187	12824440	233539277	233539303	OK	3.279327e-09
15193	12839827	233836457	233836487	OK	4.046241e-09
15199	12855227	234134899	234134921	OK	2.215860e-09
15217	12870641	234431611	234431623	OK	2.748260e-09
15227	12886056	234728561	234728563	OK	1.907931e-09
15233	12901481	235024241	235024247	OK	4.224283e-09
15241	12916918	235319573	235319587	OK	6.020447e-10
15259	12932368	235616713	235616729	OK	4.042320e-09
15263	12947818	235917137	235917163	OK	1.647897e-09
15269	12963284	236213309	236213347	OK	1.495353e-09
15271	12978764	236513833	236513857	OK	3.860817e-09
15277	12994261	236811857	236811863	OK	3.818711e-09
15287	13009771	237109339	237109349	OK	2.094531e-09
15289	13025291	237407783	237407789	OK	3.053060e-09
15299	13040828	237706159	237706187	OK	1.865479e-09
15307	13056375	238004903	238004911	OK	3.197368e-09
15313	13071933	238303763	238303777	OK	3.077970e-09
15319	13087504	238604581	238604591	OK	9.691209e-10
15329	13103089	238904969	238904971	OK	1.000759e-09
15331	13118684	239207117	239207147	OK	3.015515e-09
15349	13134296	239508041	239508047	OK	2.195238e-09
15359	13149909	239809277	239809289	OK	2.311739e-10
15361	13165532	240110627	240110641	OK	5.163893e-10
15373	13181173	240410767	240410773	OK	2.747580e-09
15377	13196821	240710969	240710983	OK	3.679613e-09
15383	13212484	241013177	241013191	OK	2.486056e-09
15391	13228161	241316219	241316233	OK	2.977673e-09
15401	13243849	241619689	241619699	OK	1.174661e-09
15413	13259547	241923611	241923623	OK	1.267026e-09
[1800/3244] y=15413 m=13259547 p_m=241923623 (prime_max=949999993)
15427	13275253	242227429	242227451	OK	3.546336e-09
15439	13290964	242531801	242531813	OK	3.797272e-09
15443	13306682	242837593	242837599	OK	1.766586e-09
15451	13322416	243141331	243141341	OK	1.342406e-09
15461	13338162	243445733	243445739	OK	2.937721e-09
15467	13353917	243750011	243750019	OK	2.390041e-09
15473	13369686	244056251	244056269	OK	3.446081e-09
15493	13385468	244360219	244360223	OK	1.858935e-09
15497	13401250	244664437	244664489	OK	3.306659e-09
15511	13417047	244965377	244965397	OK	3.074714e-09
15527	13432849	245270177	245270189	OK	1.649305e-09
15541	13448655	245574893	245574919	OK	2.968764e-09
15551	13464466	245880793	245880797	OK	2.406151e-09
15559	13480287	246188791	246188797	OK	3.690593e-09
15569	13496119	246494863	246494869	OK	2.487702e-09
15581	13511961	246800537	246800549	OK	3.656808e-09
15583	13527810	247107391	247107397	OK	2.923138e-09
15601	13543677	247413941	247413949	OK	3.376685e-09
15607	13559545	247721407	247721429	OK	2.526778e-09
15619	13575427	248027719	248027743	OK	3.262928e-09
15629	13591316	248334469	248334497	OK	2.251182e-09
15641	13607215	248640781	248640797	OK	3.621763e-09
15643	13623121	248949671	248949697	OK	3.245820e-09
15647	13639044	249256229	249256253	OK	2.928441e-10
15649	13654984	249564103	249564137	OK	2.973026e-09
15661	13670941	249872867	249872923	OK	2.927887e-09
15667	13686905	250183007	250183097	OK	8.790583e-10
15671	13702883	250491587	250491653	OK	4.158031e-10
15679	13718877	250800593	250800629	OK	1.350558e-09
15683	13734882	251109401	251109403	OK	1.226442e-10
15727	13750903	251418383	251418403	OK	3.880017e-10
15731	13766899	251729407	251729419	OK	1.327685e-09
15733	13782911	252038989	252039017	OK	3.180864e-09
15737	13798940	252350071	252350081	OK	2.622871e-09
15739	13814985	252660379	252660433	OK	3.489434e-09
15749	13831047	252971039	252971071	OK	1.404585e-09
15761	13847119	253282409	253282411	OK	9.873787e-10
15767	13863199	253592167	253592173	OK	2.844682e-09
15773	13879292	253904921	253904933	OK	2.045396e-09
15787	13895399	254216659	254216689	OK	2.777242e-09
15791	13911511	254527643	254527661	OK	1.767366e-09
15797	13927639	254839601	254839603	OK	2.207861e-09
15803	13943780	255151619	255151639	OK	2.037922e-10
15809	13959936	255464141	255464173	OK	3.317708e-09
15817	13976104	255776197	255776221	OK	1.800001e-10
15823	13992285	256090063	256090099	OK	2.641965e-09
15859	14008479	256404539	256404581	OK	2.397474e-09
15877	14024656	256720271	256720279	OK	1.440634e-09
15881	14040835	257031937	257031967	OK	2.613644e-09
15887	14057029	257345381	257345399	OK	1.658070e-09
15889	14073237	257657497	257657501	OK	2.232860e-09
15901	14089462	257973073	257973109	OK	2.681522e-12
15907	14105696	258287219	258287221	OK	3.451315e-09
15913	14121942	258602161	258602167	OK	5.013377e-10
15919	14138203	258916111	258916117	OK	2.824197e-09
15923	14154477	259233521	259233539	OK	2.403337e-09
15937	14170767	259546981	259546999	OK	3.288728e-09
15959	14187062	259865311	259865321	OK	2.127159e-09
15971	14203355	260180993	260181001	OK	3.258474e-09
15973	14219655	260496857	260496953	OK	2.246635e-09
15991	14235973	260812333	260812337	OK	2.296922e-09
16001	14252292	261129047	261129119	OK	1.017624e-09
16007	14268621	261443557	261443617	OK	1.416861e-09
16033	14284964	261761147	261761153	OK	3.416346e-09
16057	14301299	262077097	262077113	OK	4.895268e-10
16061	14317630	262391029	262391033	OK	7.911788e-10
16063	14333977	262707959	262707961	OK	2.678966e-09
16067	14350341	263024191	263024197	OK	1.828583e-09
16069	14366721	263343323	263343329	OK	2.185219e-09
16073	14383119	263664403	263664409	OK	3.051709e-09
16087	14399532	263983253	263983273	OK	7.785671e-10
16091	14415951	264301357	264301361	OK	2.238754e-11
16097	14432386	264621869	264621887	OK	4.878521e-10
16103	14448835	264940147	264940187	OK	1.894580e-09
16111	14465297	265259147	265259153	OK	8.545685e-10
16127	14481771	265575371	265575413	OK	1.707139e-09
16139	14498248	265894627	265894633	OK	1.187603e-09
16141	14514733	266214037	266214043	OK	2.433855e-09
16183	14531235	266537471	266537483	OK	3.803750e-10
16187	14547715	266858303	266858311	OK	1.743871e-09
16189	14564210	267178391	267178403	OK	5.383779e-10
16193	14580723	267499933	267499937	OK	6.522172e-11
16217	14597252	267820139	267820141	OK	5.915984e-10
16223	14613776	268140841	268140907	OK	1.216828e-10
16229	14630314	268461343	268461353	OK	6.311170e-10
16231	14646866	268782361	268782389	OK	2.657092e-09
16249	14663435	269103803	269103827	OK	1.945194e-09
16253	14680006	269423761	269423779	OK	3.552718e-09
16267	14696592	269748697	269748709	OK	2.255000e-09
16273	14713184	270072443	270072487	OK	2.130708e-09
16301	14729790	270395267	270395269	OK	2.992699e-09
16319	14746387	270716191	270716197	OK	3.093099e-09
16333	14762985	271040191	271040219	OK	1.544193e-09
16339	14779589	271364689	271364711	OK	1.104014e-09
16349	14796207	271687571	271687597	OK	1.780462e-09
16361	14812834	272009819	272009831	OK	5.988744e-10
16363	14829469	272333881	272333903	OK	8.521545e-10
16369	14846122	272654783	272654791	OK	2.378117e-09
16381	14862788	272980691	272980717	OK	1.468222e-09
16411	14879462	273305491	273305507	OK	1.987405e-09
16417	14896125	273627857	273627863	OK	1.661000e-09
16421	14912802	273951401	273951439	OK	2.710846e-09
16427	14929494	274273343	274273369	OK	1.645550e-09
16433	14946200	274596211	274596293	OK	2.181832e-09
16447	14962919	274922941	274922959	OK	3.477983e-10
16451	14979644	275247587	275247589	OK	9.982426e-11
16453	14996385	275571379	275571397	OK	1.079170e-09
16477	15013144	275896963	275896979	OK	3.218014e-09
16481	15029897	276223639	276223643	OK	3.108968e-10
16487	15046667	276550789	276550801	OK	1.899589e-09
16493	15063450	276874823	276874847	OK	1.002616e-09
16519	15080247	277202161	277202171	OK	1.634785e-09
16529	15097037	277527311	277527317	OK	1.015621e-09
16547	15113837	277852457	277852459	OK	2.299795e-09
16553	15130638	278180489	278180509	OK	1.765543e-09
16561	15147453	278508653	278508661	OK	2.441603e-09
16567	15164279	278836849	278836871	OK	4.824195e-10
16573	15181120	279165487	279165493	OK	3.065302e-09
16603	15197974	279493339	279493483	OK	3.131790e-09
16607	15214817	279817453	279817457	OK	2.502469e-09
16619	15231676	280146491	280146523	OK	3.147194e-09
16631	15248542	280474133	280474217	OK	1.938414e-09
16633	15265416	280801637	280801643	OK	2.478130e-09
16649	15282307	281130931	281130937	OK	2.395014e-10
16651	15299203	281458123	281458141	OK	3.487003e-09
16657	15316115	281787151	281787169	OK	7.268534e-10
16661	15333042	282117809	282117817	OK	2.696904e-09
16673	15349984	282447119	282447127	OK	1.827106e-09
16691	15366934	282776597	282776609	OK	2.607341e-09
16693	15383885	283107427	283107479	OK	1.513937e-09
16699	15400854	283438733	283438741	OK	1.070934e-09
16703	15417837	283766849	283766887	OK	1.848941e-09
16729	15434835	284100043	284100049	OK	2.796458e-10
16741	15451827	284430353	284430371	OK	7.185187e-10
16747	15468827	284763097	284763109	OK	2.318708e-09
16759	15485840	285096397	285096421	OK	1.434161e-09
16763	15502861	285428243	285428261	OK	1.466267e-09
16787	15519898	285760039	285760049	OK	2.504286e-09
16811	15536930	286091017	286091053	OK	2.214526e-09
16823	15553957	286424471	286424513	OK	4.299633e-10
16829	15570993	286756999	286757027	OK	3.458278e-09
16831	15588041	287088161	287088187	OK	6.225030e-10
16843	15605108	287419411	287419453	OK	2.663921e-09
16871	15622182	287752357	287752369	OK	2.700777e-09
16879	15639247	288083897	288083903	OK	1.378752e-09
16883	15656324	288418343	288418357	OK	1.253838e-09
16889	15673417	288749579	288749581	OK	2.517084e-09
16901	15690523	289082089	289082107	OK	1.699145e-09
16903	15707637	289416851	289416877	OK	2.104478e-09
16921	15724768	289747687	289747693	OK	2.239263e-10
16927	15741901	290082539	290082607	OK	4.562782e-10
16931	15759048	290418547	290418551	OK	1.355921e-09
16937	15776211	290754803	290754811	OK	2.975180e-09
16943	15793387	291087649	291087653	OK	2.351273e-09
16963	15810577	291422099	291422107	OK	3.130171e-09
16979	15827766	291758917	291758921	OK	2.018430e-09
16981	15844959	292091581	292091587	OK	2.714725e-09
16987	15862169	292425691	292425709	OK	1.320653e-09
16993	15879393	292762237	292762243	OK	9.851463e-10
17011	15896631	293097929	293097949	OK	1.580975e-09
17021	15913870	293435447	293435473	OK	4.031940e-10
17027	15931119	293771923	293771953	OK	3.824528e-10
17029	15948382	294107053	294107069	OK	1.788928e-09
17033	15965662	294442163	294442207	OK	7.261455e-10
17041	15982958	294779657	294779669	OK	7.281750e-10
17047	16000266	295119497	295119499	OK	1.786763e-09
17053	16017588	295458511	295458533	OK	3.256283e-09
17077	16034923	295796159	295796191	OK	2.201624e-09
17093	16052254	296134259	296134261	OK	3.081587e-09
17099	16069588	296471711	296471719	OK	2.210817e-09
17107	16086936	296809763	296809771	OK	2.443251e-09
17117	16104295	297149537	297149549	OK	1.994179e-10
17123	16121665	297488221	297488227	OK	2.665754e-09
17137	16139048	297827507	297827513	OK	2.528783e-09
17159	16156436	298166321	298166327	OK	6.161228e-10
17167	16173822	298504709	298504733	OK	4.215718e-10
17183	16191220	298846987	298846993	OK	1.244852e-09
17189	16208622	299187023	299187037	OK	3.128564e-09
17191	16226037	299526737	299526739	OK	2.706412e-09
17203	16243470	299865763	299865767	OK	3.242138e-09
17207	16260910	300205603	300205613	OK	1.892994e-09
17209	16278366	300546157	300546167	OK	1.454745e-09
17231	16295840	300886639	300886657	OK	1.769673e-09
17239	16313311	301228199	301228237	OK	6.194411e-10
17257	16330794	301568461	301568467	OK	6.196342e-10
17291	16348279	301910069	301910087	OK	2.110348e-09
17293	16365749	302251627	302251679	OK	2.444190e-09
17299	16383236	302593211	302593219	OK	2.851480e-10
17317	16400738	302936441	302936443	OK	2.424777e-09
17321	16418241	303277027	303277063	OK	2.620554e-09
17327	16435759	303620689	303620693	OK	4.650850e-10
17333	16453292	303965461	303965531	OK	2.269653e-09
17341	16470838	304308349	304308353	OK	1.492051e-09
17351	16488396	304648969	304648979	OK	2.100435e-09
17359	16505963	304990877	304990913	OK	8.362396e-10
17377	16523542	305336117	305336149	OK	7.148425e-10
17383	16541123	305678341	305678437	OK	1.878671e-09
17387	16558717	306021307	306021337	OK	9.325586e-10
17389	16576327	306364277	306364297	OK	1.040336e-09
17393	16593955	306710707	306710737	OK	1.870724e-09
[2000/3244] y=17393 m=16593955 p_m=306710737 (prime_max=949999993)
17401	16611598	307055039	307055041	OK	9.255274e-11
17417	16629254	307398919	307398953	OK	2.697463e-09
17419	16646912	307744973	307745017	OK	1.673796e-10
17431	16664589	308088437	308088463	OK	1.384422e-09
17443	16682273	308432899	308432903	OK	9.914142e-10
17449	16699965	308776861	308776873	OK	1.991303e-09
17467	16717670	309123739	309123743	OK	6.501454e-10
17471	16735377	309470093	309470099	OK	6.678437e-10
17477	16753100	309815591	309815593	OK	1.441153e-09
17483	16770837	310163137	310163173	OK	3.123180e-09
17489	16788587	310512299	310512347	OK	2.287480e-09
17491	16806351	310859009	310859051	OK	1.870554e-09
17497	16824133	311206451	311206457	OK	2.159426e-09
17509	16841929	311557039	311557061	OK	2.771671e-09
17519	16859732	311904977	311904979	OK	9.768933e-10
17539	16877545	312252121	312252167	OK	2.855832e-10
17551	16895358	312599387	312599389	OK	1.216885e-09
17569	16913178	312948409	312948421	OK	7.273038e-11
17573	16931000	313296079	313296083	OK	4.037936e-10
17579	16948838	313645547	313645561	OK	1.264736e-09
17581	16966690	313995211	313995221	OK	2.859709e-09
17597	16984559	314344441	314344453	OK	1.731436e-09
17599	17002432	314693569	314693581	OK	1.916805e-09
17609	17020323	315045583	315045617	OK	2.440221e-09
17623	17038223	315397409	315397429	OK	3.759283e-10
17627	17056130	315745273	315745289	OK	2.647740e-09
17657	17074052	316097077	316097083	OK	2.401237e-09
17659	17091963	316448017	316448023	OK	5.565776e-10
17669	17109893	316797911	316797917	OK	2.621862e-09
17681	17127832	317150269	317150291	OK	2.428175e-09
17683	17145779	317502943	317502947	OK	2.947800e-09
17707	17163743	317853479	317853511	OK	8.531776e-10
17713	17181703	318204127	318204143	OK	3.788571e-10
17729	17199677	318558311	318558329	OK	5.247417e-10
17737	17217655	318910901	318910927	OK	1.596454e-09
17747	17235644	319264873	319264921	OK	4.881884e-11
17749	17253644	319617007	319617013	OK	2.468422e-09
17761	17271661	319970249	319970257	OK	2.249664e-09
17783	17289686	320324351	320324369	OK	2.889828e-09
17789	17307708	320676691	320676709	OK	1.734781e-09
17791	17325744	321028951	321028987	OK	1.622083e-09
17807	17343798	321382829	321382871	OK	1.927641e-09
17827	17361855	321738437	321738449	OK	3.066492e-11
17837	17379913	322092913	322092917	OK	2.292575e-09
17839	17397980	322446373	322446401	OK	2.295316e-09
17851	17416065	322800701	322800733	OK	3.009280e-09
17863	17434157	323155171	323155199	OK	1.486373e-09
17881	17452257	323511047	323511103	OK	8.190032e-10
17891	17470359	323863373	323863429	OK	1.462806e-09
17903	17488470	324218311	324218333	OK	1.445298e-10
17909	17506590	324575231	324575263	OK	2.475730e-09
17911	17524723	324930233	324930247	OK	2.442178e-09
17921	17542873	325285039	325285049	OK	4.604506e-11
17923	17561034	325641067	325641083	OK	1.711442e-09
17929	17579212	325997579	325997587	OK	6.594677e-10
17939	17597404	326351791	326351813	OK	4.671549e-10
17957	17615606	326710049	326710067	OK	1.092881e-09
17959	17633810	327067319	327067327	OK	2.656248e-09
17971	17652031	327425363	327425437	OK	1.588897e-09
17977	17670260	327781133	327781159	OK	1.382572e-09
17981	17688503	328138123	328138159	OK	1.986423e-09
17987	17706761	328496869	328496881	OK	3.937617e-11
17989	17725034	328857853	328857863	OK	1.301301e-09
18013	17743325	329216099	329216143	OK	2.796621e-09
18041	17761611	329573009	329573011	OK	2.681040e-09
18043	17779888	329931271	329931293	OK	1.497294e-09
18047	17798183	330292301	330292327	OK	4.925639e-10
18049	17816495	330653311	330653357	OK	2.609223e-09
18059	17834824	331013773	331013791	OK	1.853698e-09
18061	17853163	331372031	331372073	OK	1.815928e-09
18077	17871520	331731991	331732007	OK	2.285651e-09
18089	17889880	332094299	332094313	OK	5.815411e-10
18097	17908249	332454379	332454389	OK	2.435837e-09
18119	17926629	332813477	332813479	OK	2.077194e-09
18121	17945006	333173507	333173509	OK	2.695720e-10
18127	17963402	333536327	333536339	OK	1.724266e-09
18131	17981811	333896867	333896869	OK	4.521167e-10
18133	18000237	334259417	334259447	OK	2.602008e-09
18143	18018680	334620757	334620787	OK	1.896278e-09
18149	18037133	334981511	334981513	OK	1.986477e-09
18169	18055600	335342401	335342417	OK	2.714157e-09
18181	18074066	335706467	335706473	OK	1.681956e-09
18191	18092540	336071443	336071473	OK	9.742106e-10
18199	18111024	336433717	336433729	OK	9.380760e-10
18211	18129520	336797267	336797309	OK	1.340360e-09
18217	18148024	337160503	337160513	OK	2.295313e-09
18223	18166541	337524731	337524739	OK	8.217916e-10
18229	18185073	337888751	337888757	OK	2.622884e-09
18233	18203618	338253917	338253961	OK	1.679032e-09
18251	18222179	338618243	338618261	OK	9.605571e-10
18253	18240742	338981569	338981633	OK	1.243743e-09
18257	18259323	339347189	339347207	OK	1.859424e-09
18269	18277920	339713291	339713299	OK	2.485056e-09
18287	18296524	340077359	340077373	OK	8.577460e-10
18289	18315130	340440781	340440809	OK	5.226398e-10
18301	18333754	340806967	340806979	OK	3.986452e-10
18307	18352386	341173369	341173373	OK	9.373654e-10
18311	18371032	341538341	341538343	OK	1.683156e-09
18313	18389694	341904989	341905043	OK	2.833049e-09
18329	18408373	342271177	342271199	OK	1.070364e-09
18341	18427056	342640279	342640289	OK	1.231651e-10
18353	18445748	343008089	343008097	OK	2.419000e-09
18367	18464447	343375709	343375723	OK	2.432550e-09
18371	18483151	343741621	343741627	OK	2.997128e-10
18379	18501872	344110187	344110189	OK	1.430474e-09
18397	18520604	344476621	344476637	OK	1.700929e-10
18401	18539339	344845609	344845621	OK	2.771012e-09
18413	18558089	345213977	345214027	OK	2.503517e-09
18427	18576847	345584059	345584087	OK	2.534228e-09
18433	18595610	345951323	345951337	OK	4.848048e-10
18439	18614388	346318723	346318727	OK	1.703021e-09
18443	18633179	346690909	346690913	OK	3.134942e-10
18451	18651987	347060939	347060953	OK	1.713216e-09
18457	18670806	347431127	347431141	OK	4.609980e-10
18461	18689640	347803213	347803223	OK	2.173973e-09
18481	18708489	348175669	348175699	OK	7.490654e-10
18493	18727338	348546281	348546287	OK	1.666433e-10
18503	18746196	348918971	348919003	OK	2.851209e-09
18517	18765062	349288567	349288591	OK	1.889845e-10
18521	18783935	349658689	349658707	OK	1.234570e-09
18523	18802824	350027563	350027567	OK	2.569255e-09
18539	18821730	350399069	350399081	OK	1.258624e-09
18541	18840640	350774093	350774119	OK	5.479449e-10
18553	18859569	351145901	351145903	OK	2.330452e-09
18583	18878505	351519101	351519107	OK	1.837976e-09
18587	18897431	351892451	351892477	OK	2.665213e-09
18593	18916372	352265957	352265971	OK	5.331909e-10
18617	18935328	352636093	352636103	OK	1.483372e-09
18637	18954279	353010319	353010341	OK	9.602698e-10
18661	18973230	353383507	353383519	OK	1.340350e-09
18671	18992177	353757401	353757413	OK	2.595892e-09
18679	19011133	354129563	354129569	OK	1.642620e-09
18691	19030101	354501991	354501997	OK	1.199103e-09
18701	19049077	354876371	354876419	OK	1.289585e-09
18713	19068063	355249109	355249121	OK	1.855554e-09
18719	19087056	355622959	355622977	OK	2.327339e-10
18731	19106064	355997977	355997981	OK	1.616273e-09
18743	19125079	356372077	356372099	OK	7.985880e-10
18749	19144102	356746319	356746331	OK	5.239232e-10
18757	19163139	357122629	357122641	OK	4.551565e-10
18773	19182188	357498157	357498161	OK	6.540374e-10
18787	19201241	357873689	357873701	OK	1.479472e-09
18793	19220299	358249163	358249183	OK	1.531847e-10
18797	19239372	358625249	358625279	OK	1.748027e-09
18803	19258460	358999309	358999337	OK	7.729454e-10
18839	19277562	359376041	359376049	OK	2.659425e-10
18859	19296648	359754067	359754079	OK	1.084477e-09
18869	19315734	360132583	360132587	OK	2.563665e-09
18899	19334829	360510973	360510989	OK	1.192803e-09
18911	19353914	360885661	360885671	OK	9.019160e-10
18913	19373007	361262159	361262171	OK	1.364603e-09
18917	19392118	361637473	361637477	OK	2.154975e-09
18919	19411244	362015879	362015891	OK	6.034392e-10
18947	19430389	362391311	362391317	OK	2.085695e-09
18959	19449525	362770159	362770207	OK	1.910419e-09
18973	19468669	363146573	363146579	OK	2.242841e-09
18979	19487818	363522073	363522083	OK	7.770110e-10
19001	19506982	363900389	363900391	OK	2.436761e-09
19009	19526143	364278983	364279031	OK	2.163961e-09
19013	19545316	364657609	364657621	OK	2.259382e-09
19031	19564505	365036333	365036389	OK	2.562889e-09
19037	19583695	365413189	365413193	OK	1.009361e-09
19051	19602899	365790197	365790199	OK	2.042390e-10
19069	19622110	366168637	366168641	OK	2.730531e-09
