Pivot-only table (Appendix A)
mreq_mode=exact  (prec=120, ln1p_terms=18, ln2_terms=40)
y in [3,30000], prime_limit=50000000
+-------+------------------+---------+
| y     | mreq_status      | mreq(y) |
| 2311  | OK_EXACT         | 383112  |
| 2333  | OK_EXACT         | 385518  |
| 2339  | OK_EXACT         | 387916  |
| 2341  | OK_EXACT         | 390325  |
| 2347  | OK_EXACT         | 392748  |
| 2351  | OK_EXACT         | 395181  |
| 2357  | OK_EXACT         | 397626  |
| 2371  | OK_EXACT         | 400081  |
| 2377  | OK_EXACT         | 402538  |
| 2381  | OK_EXACT         | 405004  |
| 2383  | OK_EXACT         | 407483  |
| 2389  | OK_EXACT         | 409975  |
| 2393  | OK_EXACT         | 412478  |
| 2399  | OK_EXACT         | 414993  |
| 2411  | OK_EXACT         | 417518  |
| 2417  | OK_EXACT         | 420047  |
| 2423  | OK_EXACT         | 422586  |
| 2437  | OK_EXACT         | 425135  |
| 2441  | OK_EXACT         | 427686  |
| 2447  | OK_EXACT         | 430249  |
| 2459  | OK_EXACT         | 432822  |
| 2467  | OK_EXACT         | 435399  |
| 2473  | OK_EXACT         | 437984  |
| 2477  | OK_EXACT         | 440579  |
| 2503  | OK_EXACT         | 443187  |
| 2521  | OK_EXACT         | 445784  |
| 2531  | OK_EXACT         | 448379  |
| 2539  | OK_EXACT         | 450979  |
| 2543  | OK_EXACT         | 453587  |
| 2549  | OK_EXACT         | 456207  |
| 2551  | OK_EXACT         | 458838  |
| 2557  | OK_EXACT         | 461482  |
| 2579  | OK_EXACT         | 464137  |
| 2591  | OK_EXACT         | 466785  |
| 2593  | OK_EXACT         | 469437  |
| 2609  | OK_EXACT         | 472102  |
| 2617  | OK_EXACT         | 474768  |
| 2621  | OK_EXACT         | 477441  |
| 2633  | OK_EXACT         | 480126  |
| 2647  | OK_EXACT         | 482815  |
| 2657  | OK_EXACT         | 485506  |
| 2659  | OK_EXACT         | 488203  |
| 2663  | OK_EXACT         | 490914  |
| 2671  | OK_EXACT         | 493637  |
| 2677  | OK_EXACT         | 496368  |
| 2683  | OK_EXACT         | 499109  |
| 2687  | OK_EXACT         | 501860  |
| 2689  | OK_EXACT         | 504624  |
| 2693  | OK_EXACT         | 507401  |
| 2699  | OK_EXACT         | 510191  |
| 2707  | OK_EXACT         | 512992  |
| 2711  | OK_EXACT         | 515800  |
| 2713  | OK_EXACT         | 518620  |
| 2719  | OK_EXACT         | 521455  |
| 2729  | OK_EXACT         | 524301  |
| 2731  | OK_EXACT         | 527152  |
| 2741  | OK_EXACT         | 530019  |
| 2749  | OK_EXACT         | 532891  |
| 2753  | OK_EXACT         | 535771  |
| 2767  | OK_EXACT         | 538664  |
| 2777  | OK_EXACT         | 541559  |
| 2789  | OK_EXACT         | 544460  |
| 2791  | OK_EXACT         | 547366  |
| 2797  | OK_EXACT         | 550286  |
| 2801  | OK_EXACT         | 553216  |
| 2803  | OK_EXACT         | 556159  |
| 2819  | OK_EXACT         | 559116  |
| 2833  | OK_EXACT         | 562074  |
| 2837  | OK_EXACT         | 565033  |
| 2843  | OK_EXACT         | 568005  |
| 2851  | OK_EXACT         | 570988  |
| 2857  | OK_EXACT         | 573978  |
| 2861  | OK_EXACT         | 576979  |
| 2879  | OK_EXACT         | 579993  |
| 2887  | OK_EXACT         | 583004  |
| 2897  | OK_EXACT         | 586024  |
| 2903  | OK_EXACT         | 589050  |
| 2909  | OK_EXACT         | 592086  |
| 2917  | OK_EXACT         | 595133  |
| 2927  | OK_EXACT         | 598188  |
| 2939  | OK_EXACT         | 601250  |
| 2953  | OK_EXACT         | 604316  |
| 2957  | OK_EXACT         | 607384  |
| 2963  | OK_EXACT         | 610465  |
| 2969  | OK_EXACT         | 613556  |
| 2971  | OK_EXACT         | 616657  |
| 2999  | OK_EXACT         | 619774  |
| 3001  | OK_EXACT         | 622877  |
| 3011  | OK_EXACT         | 625995  |
| 3019  | OK_EXACT         | 629120  |
| 3023  | OK_EXACT         | 632253  |
| 3037  | OK_EXACT         | 635399  |
| 3041  | OK_EXACT         | 638546  |
| 3049  | OK_EXACT         | 641707  |
| 3061  | OK_EXACT         | 644875  |
| 3067  | OK_EXACT         | 648048  |
| 3079  | OK_EXACT         | 651231  |
| 3083  | OK_EXACT         | 654419  |
| 3089  | OK_EXACT         | 657619  |
| 3109  | OK_EXACT         | 660830  |
| 3119  | OK_EXACT         | 664037  |
| 3121  | OK_EXACT         | 667250  |
| 3137  | OK_EXACT         | 670478  |
| 3163  | OK_EXACT         | 673706  |
| 3167  | OK_EXACT         | 676924  |
| 3169  | OK_EXACT         | 680155  |
| 3181  | OK_EXACT         | 683400  |
| 3187  | OK_EXACT         | 686649  |
| 3191  | OK_EXACT         | 689908  |
| 3203  | OK_EXACT         | 693180  |
| 3209  | OK_EXACT         | 696456  |
| 3217  | OK_EXACT         | 699743  |
| 3221  | OK_EXACT         | 703037  |
| 3229  | OK_EXACT         | 706345  |
| 3251  | OK_EXACT         | 709660  |
| 3253  | OK_EXACT         | 712970  |
| 3257  | OK_EXACT         | 716294  |
| 3259  | OK_EXACT         | 719630  |
| 3271  | OK_EXACT         | 722982  |
| 3299  | OK_EXACT         | 726337  |
| 3301  | OK_EXACT         | 729680  |
| 3307  | OK_EXACT         | 733038  |
| 3313  | OK_EXACT         | 736407  |
| 3319  | OK_EXACT         | 739785  |
| 3323  | OK_EXACT         | 743174  |
| 3329  | OK_EXACT         | 746576  |
| 3331  | OK_EXACT         | 749988  |
| 3343  | OK_EXACT         | 753415  |
| 3347  | OK_EXACT         | 756847  |
| 3359  | OK_EXACT         | 760291  |
| 3361  | OK_EXACT         | 763739  |
| 3371  | OK_EXACT         | 767201  |
| 3373  | OK_EXACT         | 770671  |
| 3389  | OK_EXACT         | 774155  |
| 3391  | OK_EXACT         | 777639  |
| 3407  | OK_EXACT         | 781138  |
| 3413  | OK_EXACT         | 784637  |
| 3433  | OK_EXACT         | 788147  |
| 3449  | OK_EXACT         | 791653  |
| 3457  | OK_EXACT         | 795159  |
| 3461  | OK_EXACT         | 798674  |
| 3463  | OK_EXACT         | 802202  |
| 3467  | OK_EXACT         | 805744  |
| 3469  | OK_EXACT         | 809298  |
| 3491  | OK_EXACT         | 812868  |
| 3499  | OK_EXACT         | 816431  |
| 3511  | OK_EXACT         | 820003  |
| 3517  | OK_EXACT         | 823579  |
| 3527  | OK_EXACT         | 827166  |
| 3529  | OK_EXACT         | 830760  |
| 3533  | OK_EXACT         | 834368  |
| 3539  | OK_EXACT         | 837988  |
| 3541  | OK_EXACT         | 841619  |
| 3547  | OK_EXACT         | 845265  |
| 3557  | OK_EXACT         | 848922  |
| 3559  | OK_EXACT         | 852586  |
| 3571  | OK_EXACT         | 856264  |
| 3581  | OK_EXACT         | 859948  |
| 3583  | OK_EXACT         | 863637  |
| 3593  | OK_EXACT         | 867342  |
| 3607  | OK_EXACT         | 871053  |
| 3613  | OK_EXACT         | 874767  |
| 3617  | OK_EXACT         | 878492  |
| 3623  | OK_EXACT         | 882229  |
| 3631  | OK_EXACT         | 885977  |
| 3637  | OK_EXACT         | 889734  |
| 3643  | OK_EXACT         | 893502  |
| 3659  | OK_EXACT         | 897280  |
| 3671  | OK_EXACT         | 901059  |
| 3673  | OK_EXACT         | 904843  |
| 3677  | OK_EXACT         | 908641  |
| 3691  | OK_EXACT         | 912452  |
| 3697  | OK_EXACT         | 916266  |
| 3701  | OK_EXACT         | 920091  |
| 3709  | OK_EXACT         | 923929  |
| 3719  | OK_EXACT         | 927775  |
| 3727  | OK_EXACT         | 931628  |
| 3733  | OK_EXACT         | 935490  |
| 3739  | OK_EXACT         | 939363  |
| 3761  | OK_EXACT         | 943246  |
| 3767  | OK_EXACT         | 947124  |
| 3769  | OK_EXACT         | 951013  |
| 3779  | OK_EXACT         | 954917  |
| 3793  | OK_EXACT         | 958827  |
| 3797  | OK_EXACT         | 962740  |
| 3803  | OK_EXACT         | 966666  |
| 3821  | OK_EXACT         | 970603  |
| 3823  | OK_EXACT         | 974539  |
| 3833  | OK_EXACT         | 978489  |
| 3847  | OK_EXACT         | 982447  |
| 3851  | OK_EXACT         | 986407  |
| 3853  | OK_EXACT         | 990379  |
| 3863  | OK_EXACT         | 994367  |
| 3877  | OK_EXACT         | 998362  |
| 3881  | OK_EXACT         | 1002360 |
| 3889  | OK_EXACT         | 1006370 |
| 3907  | OK_EXACT         | 1010389 |
| 3911  | OK_EXACT         | 1014407 |
| 3917  | OK_EXACT         | 1018437 |
| 3919  | OK_EXACT         | 1022479 |
| 3923  | OK_EXACT         | 1026535 |
| 3929  | OK_EXACT         | 1030605 |
| 3931  | OK_EXACT         | 1034686 |
| 3943  | OK_EXACT         | 1038781 |
| 3947  | OK_EXACT         | 1042882 |
| 3967  | OK_EXACT         | 1046996 |
| 3989  | OK_EXACT         | 1051106 |
| 4001  | OK_EXACT         | 1055211 |
| 4003  | OK_EXACT         | 1059320 |
| 4007  | OK_EXACT         | 1063445 |
| 4013  | OK_EXACT         | 1067583 |
| 4019  | OK_EXACT         | 1071731 |
| 4021  | OK_EXACT         | 1075891 |
| 4027  | OK_EXACT         | 1080065 |
| 4049  | OK_EXACT         | 1084251 |
| 4051  | OK_EXACT         | 1088431 |
| 4057  | OK_EXACT         | 1092626 |
| 4073  | OK_EXACT         | 1096832 |
| 4079  | OK_EXACT         | 1101039 |
| 4091  | OK_EXACT         | 1105257 |
| 4093  | OK_EXACT         | 1109480 |
| 4099  | OK_EXACT         | 1113718 |
| 4111  | OK_EXACT         | 1117966 |
| 4127  | OK_EXACT         | 1122220 |
| 4129  | OK_EXACT         | 1126474 |
| 4133  | OK_EXACT         | 1130743 |
| 4139  | OK_EXACT         | 1135026 |
| 4153  | OK_EXACT         | 1139319 |
| 4157  | OK_EXACT         | 1143616 |
| 4159  | OK_EXACT         | 1147926 |
| 4177  | OK_EXACT         | 1152250 |
| 4201  | OK_EXACT         | 1156574 |
| 4211  | OK_EXACT         | 1160890 |
| 4217  | OK_EXACT         | 1165213 |
| 4219  | OK_EXACT         | 1169547 |
| 4229  | OK_EXACT         | 1173896 |
| 4231  | OK_EXACT         | 1178252 |
| 4241  | OK_EXACT         | 1182623 |
| 4243  | OK_EXACT         | 1187002 |
| 4253  | OK_EXACT         | 1191395 |
| 4259  | OK_EXACT         | 1195796 |
| 4261  | OK_EXACT         | 1200208 |
| 4271  | OK_EXACT         | 1204634 |
| 4273  | OK_EXACT         | 1209068 |
| 4283  | OK_EXACT         | 1213518 |
| 4289  | OK_EXACT         | 1217974 |
| 4297  | OK_EXACT         | 1222442 |
| 4327  | OK_EXACT         | 1226919 |
| 4337  | OK_EXACT         | 1231382 |
| 4339  | OK_EXACT         | 1235852 |
| 4349  | OK_EXACT         | 1240337 |
| 4357  | OK_EXACT         | 1244830 |
| 4363  | OK_EXACT         | 1249331 |
| 4373  | OK_EXACT         | 1253844 |
| 4391  | OK_EXACT         | 1258364 |
| 4397  | OK_EXACT         | 1262882 |
| 4409  | OK_EXACT         | 1267412 |
| 4421  | OK_EXACT         | 1271946 |
| 4423  | OK_EXACT         | 1276486 |
| 4441  | OK_EXACT         | 1281040 |
| 4447  | OK_EXACT         | 1285594 |
| 4451  | OK_EXACT         | 1290158 |
| 4457  | OK_EXACT         | 1294736 |
| 4463  | OK_EXACT         | 1299325 |
| 4481  | OK_EXACT         | 1303926 |
| 4483  | OK_EXACT         | 1308525 |
| 4493  | OK_EXACT         | 1313139 |
| 4507  | OK_EXACT         | 1317760 |
| 4513  | OK_EXACT         | 1322384 |
| 4517  | OK_EXACT         | 1327020 |
| 4519  | OK_EXACT         | 1331668 |
| 4523  | OK_EXACT         | 1336332 |
| 4547  | OK_EXACT         | 1341009 |
| 4549  | OK_EXACT         | 1345679 |
| 4561  | OK_EXACT         | 1350365 |
| 4567  | OK_EXACT         | 1355055 |
| 4583  | OK_EXACT         | 1359756 |
| 4591  | OK_EXACT         | 1364459 |
| 4597  | OK_EXACT         | 1369170 |
| 4603  | OK_EXACT         | 1373893 |
| 4621  | OK_EXACT         | 1378626 |
| 4637  | OK_EXACT         | 1383359 |
| 4639  | OK_EXACT         | 1388092 |
| 4643  | OK_EXACT         | 1392841 |
| 4649  | OK_EXACT         | 1397603 |
| 4651  | OK_EXACT         | 1402376 |
| 4657  | OK_EXACT         | 1407165 |
| 4663  | OK_EXACT         | 1411965 |
| 4673  | OK_EXACT         | 1416776 |
| 4679  | OK_EXACT         | 1421595 |
| 4691  | OK_EXACT         | 1426425 |
| 4703  | OK_EXACT         | 1431260 |
| 4721  | OK_EXACT         | 1436099 |
| 4723  | OK_EXACT         | 1440938 |
| 4729  | OK_EXACT         | 1445792 |
| 4733  | OK_EXACT         | 1450658 |
| 4751  | OK_EXACT         | 1455536 |
| 4759  | OK_EXACT         | 1460414 |
| 4783  | OK_EXACT         | 1465301 |
| 4787  | OK_EXACT         | 1470180 |
| 4789  | OK_EXACT         | 1475073 |
| 4793  | OK_EXACT         | 1479981 |
| 4799  | OK_EXACT         | 1484903 |
| 4801  | OK_EXACT         | 1489836 |
| 4813  | OK_EXACT         | 1494784 |
| 4817  | OK_EXACT         | 1499738 |
| 4831  | OK_EXACT         | 1504704 |
| 4861  | OK_EXACT         | 1509674 |
| 4871  | OK_EXACT         | 1514631 |
| 4877  | OK_EXACT         | 1519595 |
| 4889  | OK_EXACT         | 1524570 |
| 4903  | OK_EXACT         | 1529549 |
| 4909  | OK_EXACT         | 1534532 |
| 4919  | OK_EXACT         | 1539527 |
| 4931  | OK_EXACT         | 1544528 |
| 4933  | OK_EXACT         | 1549534 |
| 4937  | OK_EXACT         | 1554556 |
