y,M_cert,first_prime,last_prime,num_bits,den_bits,status
6577,18034,6577,210907,255426,255426,PASS
6607,18071,6607,211349,256040,256039,PASS
6653,18128,6653,212123,256901,256901,PASS
6673,18153,6673,212507,257322,257322,PASS
6691,18175,6691,212881,257718,257718,PASS
6709,18198,6709,213203,258118,258118,PASS
6737,18232,6737,213637,258729,258728,PASS
6779,18285,6779,214351,259631,259630,PASS
6793,18302,6793,214559,259878,259878,PASS
6827,18343,6827,215143,260596,260596,PASS
6841,18361,6841,215393,260953,260952,PASS
6869,18394,6869,215863,261497,261496,PASS
6899,18432,6899,216421,262127,262127,PASS
6917,18453,6917,216751,262506,262505,PASS
6959,18503,6959,217363,263371,263370,PASS
6971,18519,6971,217577,263679,263678,PASS
6991,18543,6991,217969,264048,264047,PASS
7013,18569,7013,218381,264483,264483,PASS
7039,18601,7039,218737,264994,264994,PASS
7069,18636,7069,219169,265561,265561,PASS
7109,18684,7109,219767,266324,266323,PASS
7129,18708,7129,220019,266712,266711,PASS
7177,18765,7177,220841,267626,267625,PASS
7207,18800,7207,221261,268132,268132,PASS
7219,18814,7219,221497,268404,268404,PASS
7243,18843,7243,221891,268929,268928,PASS
7283,18890,7283,222499,269679,269678,PASS
7309,18921,7309,222947,270172,270171,PASS
7333,18948,7333,223273,270611,270611,PASS
7369,18991,7369,223841,271253,271253,PASS
7417,19046,7417,224579,272188,272188,PASS
7457,19093,7457,225167,272904,272903,PASS
7481,19120,7481,225527,273358,273357,PASS
7499,19141,7499,225821,273754,273753,PASS
7523,19169,7523,226201,274196,274196,PASS
7541,19189,7541,226531,274482,274482,PASS
7559,19209,7559,226799,274848,274848,PASS
7577,19231,7577,227159,275229,275229,PASS
7591,19247,7591,227393,275552,275551,PASS
7621,19280,7621,227729,276102,276102,PASS
7649,19313,7649,228301,276714,276713,PASS
7681,19349,7681,228731,277360,277359,PASS
7699,19370,7699,228959,277698,277698,PASS
7723,19397,7723,229321,278152,278151,PASS
7753,19430,7753,229727,278649,278649,PASS
7789,19471,7789,230221,279297,279296,PASS
7823,19509,7823,230719,279890,279889,PASS
7853,19543,7853,231197,280440,280440,PASS
7877,19569,7877,231533,280878,280878,PASS
7901,19596,7901,231901,281363,281363,PASS
7927,19625,7927,232367,281874,281873,PASS
7949,19649,7949,232699,282309,282308,PASS
7993,19698,7993,233371,283122,283122,PASS
8017,19724,8017,233837,283565,283564,PASS
8059,19771,8059,234457,284278,284278,PASS
8087,19801,8087,234809,284756,284755,PASS
8101,19817,8101,235007,285030,285030,PASS
8123,19841,8123,235397,285484,285484,PASS
8167,19888,8167,236077,286266,286265,PASS
8191,19915,8191,236479,286692,286691,PASS
8221,19947,8221,236909,287196,287195,PASS
8237,19965,8237,237173,287479,287479,PASS
8269,19999,8269,237737,288021,288021,PASS
8291,20023,8291,238079,288470,288470,PASS
8311,20045,8311,238321,288856,288856,PASS
8353,20090,8353,238897,289620,289619,PASS
8377,20116,8377,239287,290075,290074,PASS
8419,20160,8419,239857,290756,290756,PASS
8431,20173,8431,240047,290997,290997,PASS
8461,20205,8461,240503,291551,291551,PASS
8513,20261,8513,241253,292383,292382,PASS
8537,20286,8537,241559,292821,292821,PASS
8563,20313,8563,241877,293264,293263,PASS
8597,20349,8597,242377,293854,293854,PASS
8623,20376,8623,242713,294360,294359,PASS
8641,20395,8641,243031,294691,294690,PASS
8669,20425,8669,243469,295216,295216,PASS
8689,20445,8689,243707,295594,295594,PASS
8707,20464,8707,244021,295957,295956,PASS
8731,20490,8731,244367,296396,296395,PASS
8747,20506,8747,244561,296670,296669,PASS
8779,20540,8779,244997,297229,297228,PASS
8807,20568,8807,245417,297695,297695,PASS
8831,20593,8831,245741,298133,298133,PASS
8849,20612,8849,246011,298497,298497,PASS
8867,20631,8867,246277,298841,298841,PASS
8923,20688,8923,246971,299685,299685,PASS
8941,20707,8941,247337,300018,300018,PASS
8969,20735,8969,247693,300451,300451,PASS
9001,20768,9001,248089,301020,301019,PASS
9013,20780,9013,248257,301242,301242,PASS
9043,20810,9043,248639,301772,301772,PASS
9067,20835,9067,248909,302200,302200,PASS
9109,20877,9109,249517,302883,302883,PASS
9137,20906,9137,249923,303331,303331,PASS
9161,20930,9161,250279,303721,303721,PASS
9187,20957,9187,250777,304201,304201,PASS
9209,20979,9209,251059,304559,304559,PASS
9239,21008,9239,251393,305042,305042,PASS
9277,21047,9277,251893,305719,305719,PASS
9293,21063,9293,252151,306045,306044,PASS
9323,21092,9323,252533,306558,306558,PASS
9343,21113,9343,252877,306930,306930,PASS
9377,21146,9377,253387,307444,307444,PASS
9403,21173,9403,253717,307868,307867,PASS
9421,21190,9421,253919,308198,308197,PASS
9437,21206,9437,254147,308508,308507,PASS
9463,21232,9463,254623,308922,308922,PASS
9479,21248,9479,254833,309171,309170,PASS
9511,21279,9511,255179,309687,309687,PASS
9539,21307,9539,255551,310161,310161,PASS
9587,21353,9587,256129,310919,310918,PASS
9619,21385,9619,256589,311409,311408,PASS
9631,21397,9631,256813,311568,311567,PASS
9661,21426,9661,257281,312109,312108,PASS
9689,21453,9689,257657,312554,312553,PASS
9721,21484,9721,258107,313053,313052,PASS
9743,21506,9743,258389,313472,313471,PASS
9769,21531,9769,258677,313848,313848,PASS
9791,21552,9791,258977,314230,314230,PASS
9817,21577,9817,259381,314654,314653,PASS
9839,21598,9839,259657,314994,314993,PASS
9859,21617,9859,259943,315327,315326,PASS
9887,21645,9887,260399,315796,315796,PASS
9923,21679,9923,260857,316368,316368,PASS
9941,21697,9941,261071,316670,316669,PASS
9973,21727,9973,261563,317217,317217,PASS
10037,21788,10037,262369,318259,318258,PASS
10067,21816,10067,262739,318709,318709,PASS
10091,21839,10091,263111,319113,319112,PASS
10103,21850,10103,263269,319333,319332,PASS
10139,21884,10139,263729,319855,319855,PASS
10159,21903,10159,263957,320188,320188,PASS
10177,21920,10177,264211,320503,320503,PASS
10211,21952,10211,264739,321021,321020,PASS
10247,21986,10247,265141,321626,321625,PASS
10267,22004,10267,265403,321939,321939,PASS
10289,22025,10289,265711,322264,322263,PASS
10313,22047,10313,266023,322683,322683,PASS
10333,22066,10333,266261,323002,323002,PASS
10357,22089,10357,266633,323398,323397,PASS
10399,22127,10399,267131,323994,323993,PASS
10433,22159,10433,267481,324510,324509,PASS
10459,22183,10459,267713,324950,324950,PASS
10487,22208,10487,268003,325345,325344,PASS
10513,22233,10513,268501,325691,325691,PASS
10559,22275,10559,268997,326362,326362,PASS
10597,22310,10597,269419,326999,326998,PASS
10613,22324,10613,269641,327272,327272,PASS
10639,22349,10639,270037,327733,327732,PASS
10663,22370,10663,270311,328073,328072,PASS
10691,22395,10691,270631,328528,328528,PASS
10723,22425,10723,271043,329026,329026,PASS
10739,22439,10739,271261,329283,329282,PASS
10781,22478,10781,271829,329885,329884,PASS
10831,22522,10831,272353,330625,330624,PASS
10853,22543,10853,272659,330998,330997,PASS
10867,22555,10867,272887,331204,331204,PASS
10891,22577,10891,273149,331575,331575,PASS
10937,22618,10937,273827,332274,332274,PASS
10957,22636,10957,274103,332637,332636,PASS
10987,22663,10987,274457,333087,333086,PASS
11027,22698,11027,274951,333631,333631,PASS
11059,22727,11059,275357,334086,334086,PASS
11083,22748,11083,275599,334439,334439,PASS
11113,22775,11113,275987,334872,334871,PASS
11131,22791,11131,276191,335166,335166,PASS
11161,22817,11161,276553,335612,335611,PASS
11177,22831,11177,276779,335885,335884,PASS
11239,22886,11239,277547,336853,336852,PASS
11257,22903,11257,277787,337133,337133,PASS
11279,22922,11279,278087,337481,337480,PASS
11311,22949,11311,278491,337963,337962,PASS
11329,22966,11329,278689,338290,338290,PASS
11369,23000,11369,279143,338832,338832,PASS
11399,23027,11399,279583,339275,339275,PASS
11437,23060,11437,280061,339848,339848,PASS
11467,23086,11467,280451,340308,340308,PASS
11489,23105,11489,280697,340674,340673,PASS
11503,23117,11503,280871,340884,340883,PASS
11549,23157,11549,281353,341517,341516,PASS
11587,23190,11587,281783,342041,342041,PASS
11617,23216,11617,282091,342521,342521,PASS
11657,23250,11657,282589,343130,343130,PASS
11689,23278,11689,282977,343581,343581,PASS
11717,23302,11717,283369,344009,344008,PASS
11743,23323,11743,283687,344378,344378,PASS
11783,23358,11783,284161,345007,345006,PASS
11807,23378,11807,284447,345340,345340,PASS
11827,23396,11827,284681,345673,345672,PASS
11839,23406,11839,284777,345878,345878,PASS
11887,23447,11887,285343,346520,346520,PASS
11909,23465,11909,285629,346854,346853,PASS
11933,23485,11933,285937,347224,347223,PASS
11953,23502,11953,286243,347571,347571,PASS
11971,23518,11971,286487,347883,347883,PASS
12007,23548,12007,286873,348418,348418,PASS
12041,23577,12041,287291,348918,348918,PASS
12071,23602,12071,287747,349360,349360,PASS
12101,23627,12101,288191,349773,349773,PASS
12113,23637,12113,288349,349993,349993,PASS
12149,23667,12149,288767,350509,350509,PASS
12163,23678,12163,288947,350735,350735,PASS
12211,23719,12211,289381,351358,351358,PASS
12241,23744,12241,289763,351784,351784,PASS
12263,23762,12263,290023,352103,352102,PASS
12281,23777,12281,290219,352333,352333,PASS
12323,23812,12323,290669,352928,352928,PASS
12347,23832,12347,290987,353273,353272,PASS
12379,23859,12379,291349,353739,353738,PASS
12409,23883,12409,291691,354144,354144,PASS
12433,23902,12433,291997,354480,354480,PASS
12457,23923,12457,292319,354822,354822,PASS
12487,23947,12487,292667,355254,355253,PASS
12503,23960,12503,292837,355529,355529,PASS
12527,23980,12527,293173,355900,355899,PASS
12547,23996,12547,293441,356166,356166,PASS
12577,24020,12577,293827,356564,356564,PASS
12601,24041,12601,294167,356921,356920,PASS
12619,24055,12619,294317,357167,357167,PASS
12647,24077,12647,294659,357593,357593,PASS
12671,24098,12671,294949,357965,357965,PASS
12703,24123,12703,295291,358409,358408,PASS
12739,24153,12739,295831,358946,358946,PASS
12763,24172,12763,296027,359299,359298,PASS
12799,24202,12799,296489,359831,359831,PASS
12823,24221,12823,296729,360182,360182,PASS
12853,24244,12853,297023,360640,360640,PASS
12899,24282,12899,297613,361353,361353,PASS
12917,24296,12917,297833,361581,361581,PASS
12941,24316,12941,298153,361925,361924,PASS
12967,24336,12967,298409,362278,362277,PASS
12983,24349,12983,298667,362504,362503,PASS
13007,24368,13007,298943,362838,362837,PASS
13037,24392,13037,299329,363251,363250,PASS
13063,24412,13063,299603,363622,363622,PASS
13103,24445,13103,300089,364123,364122,PASS
13127,24463,13127,300331,364399,364399,PASS
13159,24489,13159,300683,364850,364850,PASS
13177,24503,13177,300857,365113,365113,PASS
13217,24534,13217,301267,365640,365640,PASS
13241,24554,13241,301579,365950,365950,PASS
13267,24574,13267,301843,366323,366322,PASS
13309,24608,13309,302399,366871,366871,PASS
13331,24625,13331,302647,367125,367125,PASS
13367,24653,13367,303007,367562,367561,PASS
13399,24678,13399,303341,368008,368008,PASS
13421,24695,13421,303553,368355,368355,PASS
13457,24723,13457,303931,368806,368806,PASS
13477,24739,13477,304153,369090,369090,PASS
13513,24767,13513,304517,369587,369587,PASS
13553,24798,13553,304903,370110,370110,PASS
13591,24828,13591,305339,370683,370682,PASS
13619,24849,13619,305581,371087,371086,PASS
13649,24873,13649,305927,371486,371486,PASS
13681,24897,13681,306301,371918,371917,PASS
13693,24906,13693,306431,372090,372089,PASS
13711,24920,13711,306643,372382,372382,PASS
13729,24934,13729,306853,372647,372646,PASS
13759,24957,13759,307163,373040,373040,PASS
13789,24980,13789,307471,373440,373439,PASS
13829,25011,13829,307969,373979,373978,PASS
13859,25033,13859,308317,374356,374355,PASS
13879,25049,13879,308537,374597,374597,PASS
13903,25067,13903,308851,374951,374950,PASS
13921,25081,13921,309037,375245,375245,PASS
13963,25113,13963,309469,375791,375790,PASS
13999,25140,13999,309851,376256,376255,PASS
14029,25164,14029,310231,376700,376699,PASS
14057,25184,14057,310511,377070,377069,PASS
14083,25205,14083,310819,377478,377478,PASS
14143,25249,14143,311453,378258,378257,PASS
14159,25262,14159,311683,378515,378515,PASS
14197,25290,14197,312101,379000,379000,PASS
14243,25325,14243,312553,379647,379647,PASS
14281,25353,14281,312937,380133,380133,PASS
14321,25383,14321,313331,380627,380626,PASS
14341,25398,14341,313571,380938,380938,PASS
14387,25433,14387,313987,381567,381567,PASS
14407,25447,14407,314189,381877,381877,PASS
14423,25459,14423,314357,382087,382086,PASS
14447,25478,14447,314627,382422,382422,PASS
14479,25501,14479,315011,382868,382868,PASS
14519,25531,14519,315461,383423,383422,PASS
14543,25549,14543,315691,383713,383712,PASS
14557,25559,14557,315881,383902,383901,PASS
14591,25584,14591,316219,384369,384368,PASS
14627,25611,14627,316583,384837,384836,PASS
14639,25619,14639,316703,384988,384988,PASS
14669,25642,14669,317011,385371,385371,PASS
14713,25674,14713,317453,385897,385897,PASS
14731,25688,14731,317663,386194,386193,PASS
14747,25699,14747,317789,386388,386388,PASS
14767,25713,14767,318001,386633,386633,PASS
14783,25725,14783,318211,386877,386877,PASS
14821,25753,14821,318581,387333,387333,PASS
14843,25769,14843,318809,387617,387616,PASS
14869,25789,14869,319069,387974,387973,PASS
14891,25804,14891,319313,388209,388208,PASS
14929,25832,14929,319639,388664,388664,PASS
14951,25848,14951,319883,388919,388919,PASS
14983,25871,14983,320143,389316,389316,PASS
15031,25906,15031,320647,389917,389916,PASS
15073,25937,15073,321091,390459,390458,PASS
15091,25950,15091,321313,390690,390689,PASS
15121,25971,15121,321593,391100,391100,PASS
15139,25984,15139,321799,391377,391377,PASS
15173,26009,15173,322109,391838,391838,PASS
15199,26027,15199,322409,392138,392138,PASS
15233,26052,15233,322757,392569,392569,PASS
15263,26073,15263,323077,392961,392960,PASS
15277,26083,15277,323249,393136,393136,PASS
15299,26099,15299,323507,393392,393392,PASS
15319,26113,15319,323717,393640,393639,PASS
15349,26134,15349,324097,393984,393984,PASS
15373,26152,15373,324341,394334,394334,PASS
15391,26165,15391,324503,394579,394578,PASS
15427,26190,15427,324839,394982,394981,PASS
15451,26208,15451,325043,395322,395322,PASS
15473,26223,15473,325271,395587,395586,PASS
15511,26250,15511,325673,396054,396054,PASS
15551,26278,15551,325999,396514,396514,PASS
15581,26300,15581,326353,396892,396892,PASS
15607,26318,15607,326633,397229,397229,PASS
15641,26342,15641,326999,397659,397658,PASS
15649,26348,15649,327127,397794,397793,PASS
15671,26363,15671,327337,398091,398090,PASS
15727,26403,15727,327823,398738,398738,PASS
15737,26410,15737,327917,398905,398905,PASS
15761,26426,15761,328129,399188,399188,PASS
15787,26444,15787,328421,399514,399513,PASS
15803,26456,15803,328639,399771,399771,PASS
15823,26470,15823,328891,400067,400066,PASS
15881,26510,15881,329431,400805,400805,PASS
15901,26524,15901,329657,401101,401101,PASS
15919,26536,15919,329803,401330,401329,PASS
15959,26565,15959,330227,401851,401850,PASS
15991,26587,15991,330563,402262,402262,PASS
16033,26616,16033,330907,402719,402718,PASS
16063,26636,16063,331241,403064,403063,PASS
16073,26643,16073,331339,403230,403229,PASS
16097,26661,16097,331589,403570,403569,PASS
16127,26681,16127,331907,403915,403915,PASS
16183,26720,16183,332447,404588,404587,PASS
16193,26726,16193,332561,404737,404737,PASS
16229,26752,16229,332989,405191,405191,PASS
16253,26768,16253,333227,405474,405474,PASS
16301,26801,16301,333647,405959,405958,PASS
16339,26827,16339,334031,406413,406412,PASS
16363,26843,16363,334297,406711,406710,PASS
16411,26876,16411,334727,407319,407319,PASS
16427,26887,16427,334897,407497,407497,PASS
16451,26904,16451,335123,407805,407805,PASS
16481,26924,16481,335453,408182,408181,PASS
16519,26950,16519,335821,408615,408614,PASS
16553,26972,16553,336163,408997,408996,PASS
16573,26986,16573,336397,409264,409264,PASS
16619,27017,16619,336773,409805,409805,PASS
16649,27037,16649,337039,410147,410147,PASS
16661,27046,16661,337219,410368,410367,PASS
16693,27067,16693,337517,410726,410726,PASS
16729,27092,16729,337867,411147,411146,PASS
16759,27112,16759,338171,411507,411506,PASS
16811,27147,16811,338567,412126,412126,PASS
16831,27160,16831,338777,412370,412369,PASS
16879,27193,16879,339323,412905,412904,PASS
16901,27207,16901,339617,413167,413166,PASS
16927,27224,16927,339839,413452,413452,PASS
16943,27235,16943,340061,413643,413642,PASS
16981,27260,16981,340429,414075,414075,PASS
17011,27280,17011,340709,414453,414452,PASS
17029,27293,17029,340909,414700,414700,PASS
17047,27304,17047,341057,414928,414927,PASS
17093,27335,17093,341501,415437,415437,PASS
17117,27351,17117,341743,415691,415691,PASS
17159,27378,17159,342107,416158,416158,PASS
17189,27399,17189,342379,416520,416520,PASS
17207,27410,17207,342569,416713,416712,PASS
17239,27432,17239,342899,417072,417072,PASS
17293,27467,17293,343393,417662,417662,PASS
17321,27486,17321,343661,418021,418021,PASS
17341,27499,17341,343897,418298,418298,PASS
17377,27522,17377,344221,418682,418682,PASS
17389,27531,17389,344321,418860,418859,PASS
17417,27549,17417,344653,419181,419180,PASS
17443,27565,17443,344887,419513,419513,PASS
17471,27584,17471,345143,419840,419839,PASS
17489,27596,17489,345451,420056,420056,PASS
17509,27609,17509,345607,420306,420306,PASS
17551,27636,17551,345937,420777,420776,PASS
17579,27654,17579,346217,421098,421097,PASS
17599,27668,17599,346399,421364,421363,PASS
17627,27686,17627,346639,421686,421685,PASS
17669,27713,17669,347059,422160,422160,PASS
17707,27738,17707,347359,422595,422594,PASS
17737,27757,17737,347717,422937,422936,PASS
17761,27773,17761,347957,423257,423257,PASS
17791,27792,17791,348217,423567,423567,PASS
17837,27822,17837,348583,424044,424044,PASS
17863,27838,17863,348851,424330,424329,PASS
17903,27864,17903,349241,424769,424769,PASS
17921,27876,17921,349403,424999,424999,PASS
17939,27887,17939,349579,425152,425152,PASS
17971,27908,17971,349907,425532,425531,PASS
17987,27918,17987,350033,425738,425737,PASS
18041,27953,18041,350617,426242,426242,PASS
18049,27958,18049,350719,426356,426356,PASS
18077,27976,18077,350963,426646,426646,PASS
18119,28003,18119,351293,427151,427151,PASS
18131,28010,18131,351397,427300,427300,PASS
18149,28022,18149,351599,427543,427543,PASS
18191,28049,18191,351991,427985,427985,PASS
18217,28065,18217,352237,428303,428302,PASS
18233,28075,18233,352369,428512,428511,PASS
18257,28091,18257,352579,428779,428779,PASS
18289,28111,18289,352883,429154,429153,PASS
18311,28124,18311,353099,429400,429400,PASS
18341,28144,18341,353429,429764,429763,PASS
18371,28162,18371,353681,430104,430103,PASS
18401,28182,18401,353939,430475,430475,PASS
18433,28202,18433,354251,430866,430866,PASS
18451,28213,18451,354373,431079,431078,PASS
18481,28232,18481,354661,431416,431416,PASS
18517,28254,18517,354971,431817,431817,PASS
18539,28268,18539,355099,432085,432085,PASS
18583,28296,18583,355541,432626,432626,PASS
18617,28318,18617,355853,433027,433026,PASS
18671,28351,18671,356399,433630,433630,PASS
18701,28370,18701,356737,433925,433925,PASS
18731,28388,18731,357047,434296,434296,PASS
18757,28404,18757,357281,434632,434632,PASS
18793,28427,18793,357613,435077,435076,PASS
18839,28456,18839,357989,435587,435586,PASS
18899,28493,18899,358499,436131,436130,PASS
18917,28505,18917,358697,436375,436374,PASS
18959,28530,18959,358993,436793,436793,PASS
19001,28556,19001,359327,437185,437184,PASS
19031,28574,19031,359599,437511,437511,PASS
19069,28598,19069,360053,437979,437979,PASS
19081,28606,19081,360223,438137,438136,PASS
19139,28642,19139,360851,438712,438712,PASS
19163,28656,19163,361033,438945,438944,PASS
19207,28683,19207,361447,439469,439468,PASS
19219,28691,19219,361549,439622,439621,PASS
19249,28708,19249,361843,439976,439975,PASS
19273,28724,19273,362059,440214,440213,PASS
19309,28745,19309,362347,440610,440609,PASS
19373,28785,19373,362953,441340,441340,PASS
19387,28793,19387,363061,441510,441509,PASS
19417,28811,19417,363361,441850,441850,PASS
19427,28818,19427,363439,442020,442020,PASS
