y,M_cert,first_prime,last_prime,num_bits,den_bits,status
19403,28802,19403,363217,441680,441680,PASS
19423,28815,19423,363401,441961,441961,PASS
19433,28821,19433,363523,442084,442083,PASS
19457,28836,19457,363731,442401,442401,PASS
19471,28844,19471,363871,442575,442574,PASS
19489,28855,19489,364031,442769,442768,PASS
19531,28880,19531,364411,443254,443254,PASS
19553,28893,19553,364601,443486,443486,PASS
19577,28909,19577,364873,443792,443792,PASS
19603,28924,19603,365069,444041,444041,PASS
19681,28971,19681,365641,444850,444850,PASS
19699,28982,19699,365839,445078,445078,PASS
19727,28999,19727,366161,445403,445402,PASS
19753,29014,19753,366313,445670,445669,PASS
19777,29029,19777,366517,445926,445925,PASS
19813,29051,19813,366881,446310,446310,PASS
19843,29068,19843,367097,446567,446567,PASS
19867,29083,19867,367307,446849,446848,PASS
19913,29110,19913,367699,447247,447246,PASS
19937,29125,19937,367883,447565,447565,PASS
19963,29140,19963,368149,447882,447881,PASS
19991,29157,19991,368443,448172,448171,PASS
20011,29169,20011,368633,448449,448449,PASS
20029,29180,20029,368803,448660,448660,PASS
20063,29200,20063,369169,448985,448984,PASS
20101,29223,20101,369637,449352,449352,PASS
20117,29232,20117,369821,449494,449494,PASS
20143,29247,20143,370009,449777,449777,PASS
20161,29259,20161,370199,449990,449990,PASS
20183,29271,20183,370441,450234,450233,PASS
20231,29300,20231,370873,450760,450760,PASS
20261,29317,20261,371179,451047,451046,PASS
20297,29338,20297,371447,451391,451390,PASS
20333,29360,20333,371851,451704,451703,PASS
20353,29371,20353,372013,451934,451934,PASS
20369,29381,20369,372173,452145,452144,PASS
20399,29399,20399,372443,452499,452499,PASS
20431,29417,20431,372719,452856,452855,PASS
20477,29445,20477,373073,453332,453332,PASS
20507,29462,20507,373327,453610,453609,PASS
20533,29478,20533,373567,453878,453878,PASS
20551,29488,20551,373777,454060,454060,PASS
20599,29517,20599,374173,454527,454527,PASS
20639,29539,20639,374537,454928,454927,PASS
20681,29564,20681,374879,455413,455412,PASS
20717,29585,20717,375113,455763,455763,PASS
20743,29601,20743,375283,456066,456065,PASS
20753,29606,20753,375407,456214,456213,PASS
20773,29618,20773,375563,456456,456456,PASS
20809,29638,20809,375899,456815,456815,PASS
20873,29675,20873,376471,457479,457478,PASS
20897,29690,20897,376657,457746,457745,PASS
20921,29703,20921,376823,458026,458026,PASS
20947,29718,20947,377059,458313,458313,PASS
20981,29738,20981,377369,458707,458707,PASS
21011,29755,21011,377623,459011,459010,PASS
21019,29760,21019,377749,459127,459127,PASS
21059,29783,21059,378137,459494,459494,PASS
21089,29800,21089,378401,459850,459850,PASS
21121,29819,21121,378671,460165,460164,PASS
21149,29835,21149,378929,460423,460423,PASS
21169,29846,21169,379087,460667,460667,PASS
21191,29859,21191,379289,460880,460880,PASS
21221,29876,21221,379541,461156,461156,PASS
21269,29904,21269,379909,461665,461665,PASS
21313,29928,21313,380269,462102,462102,PASS
21323,29934,21323,380363,462220,462220,PASS
21377,29965,21377,380869,462770,462769,PASS
21391,29973,21391,381001,462943,462942,PASS
21407,29983,21407,381209,463134,463134,PASS
21467,30016,21467,381629,463718,463718,PASS
21491,30030,21491,381853,463986,463985,PASS
21503,30037,21503,382001,464155,464154,PASS
21523,30048,21523,382231,464369,464369,PASS
21559,30069,21559,382579,464704,464704,PASS
21577,30079,21577,382727,464931,464930,PASS
21599,30091,21599,382873,465179,465179,PASS
21613,30099,21613,383041,465318,465317,PASS
21649,30120,21649,383347,465717,465717,PASS
21683,30138,21683,383627,466028,466027,PASS
21727,30164,21727,383963,466468,466467,PASS
21751,30177,21751,384151,466702,466701,PASS
21773,30189,21773,384301,466899,466899,PASS
21803,30206,21803,384581,467156,467156,PASS
21839,30226,21839,384851,467568,467568,PASS
21859,30238,21859,385081,467737,467737,PASS
21881,30250,21881,385267,467983,467983,PASS
21929,30277,21929,385621,468496,468495,PASS
21961,30295,21961,385907,468854,468854,PASS
21997,30314,21997,386161,469216,469216,PASS
22027,30332,22027,386411,469555,469555,PASS
22039,30338,22039,386537,469678,469677,PASS
22067,30354,22067,386747,469997,469996,PASS
22091,30368,22091,387047,470277,470277,PASS
22111,30378,22111,387199,470438,470438,PASS
22133,30390,22133,387437,470653,470653,PASS
22157,30404,22157,387683,470852,470852,PASS
22189,30422,22189,388009,471099,471099,PASS
22247,30454,22247,388477,471626,471625,PASS
22273,30468,22273,388699,471895,471894,PASS
22283,30474,22283,388823,472047,472047,PASS
22307,30488,22307,389029,472332,472332,PASS
22367,30520,22367,389507,472901,472900,PASS
22391,30534,22391,389687,473125,473124,PASS
22433,30557,22433,389981,473523,473523,PASS
22453,30568,22453,390151,473735,473735,PASS
22483,30584,22483,390373,474007,474007,PASS
22531,30611,22531,390739,474497,474496,PASS
22549,30621,22549,390889,474707,474706,PASS
22573,30634,22573,391073,474956,474955,PASS
22621,30660,22621,391441,475396,475395,PASS
22643,30672,22643,391691,475625,475624,PASS
22679,30692,22679,391961,476018,476018,PASS
22699,30703,22699,392131,476201,476201,PASS
22721,30715,22721,392267,476434,476433,PASS
22741,30726,22741,392423,476641,476641,PASS
22777,30746,22777,392741,476988,476987,PASS
22807,30762,22807,392957,477291,477291,PASS
22853,30787,22853,393247,477746,477746,PASS
22871,30797,22871,393403,477954,477954,PASS
22907,30817,22907,393671,478238,478237,PASS
22943,30836,22943,393931,478630,478630,PASS
22973,30853,22973,394211,478936,478936,PASS
23011,30873,23011,394549,479328,479328,PASS
23027,30881,23027,394699,479504,479504,PASS
23041,30890,23041,394817,479695,479695,PASS
23059,30899,23059,394981,479888,479887,PASS
23081,30911,23081,395141,480087,480087,PASS
23117,30931,23117,395443,480416,480416,PASS
23159,30953,23159,395803,480835,480835,PASS
23189,30969,23189,396091,481142,481142,PASS
23203,30977,23203,396239,481347,481346,PASS
23251,31002,23251,396581,481704,481704,PASS
23291,31024,23291,396953,482107,482106,PASS
23311,31034,23311,397127,482284,482284,PASS
23333,31046,23333,397303,482516,482516,PASS
23369,31066,23369,397597,482863,482863,PASS
23417,31092,23417,398023,483288,483288,PASS
23459,31114,23459,398303,483638,483638,PASS
23509,31141,23509,398621,484179,484178,PASS
23539,31156,23539,398903,484447,484447,PASS
23561,31169,23561,399101,484698,484698,PASS
23581,31179,23581,399241,484907,484906,PASS
23603,31191,23603,399473,485186,485185,PASS
23627,31203,23627,399617,485434,485434,PASS
23663,31223,23663,399913,485833,485833,PASS
23677,31230,23677,400051,486005,486004,PASS
23719,31253,23719,400381,486422,486421,PASS
23747,31267,23747,400651,486692,486692,PASS
23767,31278,23767,400853,486919,486918,PASS
23801,31296,23801,401161,487216,487215,PASS
23827,31310,23827,401381,487499,487498,PASS
23857,31326,23857,401671,487788,487788,PASS
23879,31337,23879,401903,488049,488048,PASS
23899,31348,23899,402049,488262,488262,PASS
23917,31357,23917,402223,488453,488453,PASS
23971,31386,23971,402593,488965,488965,PASS
23993,31397,23993,402803,489176,489176,PASS
24019,31411,24019,403043,489429,489428,PASS
24043,31424,24043,403253,489679,489679,PASS
24071,31438,24071,403511,489917,489917,PASS
24091,31449,24091,403681,490147,490147,PASS
24107,31457,24107,403831,490288,490288,PASS
24121,31465,24121,403979,490479,490478,PASS
24151,31480,24151,404191,490779,490778,PASS
24181,31496,24181,404423,491116,491116,PASS
24223,31518,24223,404837,491481,491481,PASS
24247,31531,24247,405049,491734,491734,PASS
24317,31567,24317,405553,492394,492393,PASS
24359,31589,24359,405857,492759,492759,PASS
24379,31600,24379,406013,492922,492922,PASS
24413,31617,24413,406331,493249,493249,PASS
24439,31630,24439,406547,493450,493450,PASS
24473,31649,24473,406837,493779,493779,PASS
24509,31667,24509,407207,494105,494104,PASS
24533,31680,24533,407359,494324,494324,PASS
24571,31699,24571,407651,494684,494684,PASS
24623,31726,24623,407993,495113,495113,PASS
24671,31750,24671,408341,495520,495520,PASS
24691,31761,24691,408491,495700,495700,PASS
24733,31783,24733,408809,496096,496095,PASS
24767,31801,24767,409081,496435,496435,PASS
24799,31817,24799,409351,496773,496772,PASS
24841,31839,24841,409693,497144,497144,PASS
24859,31848,24859,409823,497337,497337,PASS
24907,31873,24907,410149,497744,497743,PASS
24923,31881,24923,410299,497904,497904,PASS
24967,31903,24967,410617,498338,498338,PASS
24979,31910,24979,410731,498477,498477,PASS
25031,31936,25031,411113,498939,498939,PASS
25057,31950,25057,411347,499208,499207,PASS
25097,31969,25097,411613,499521,499521,PASS
25121,31981,25121,411751,499770,499769,PASS
25153,31998,25153,412033,500048,500048,PASS
25171,32007,25171,412147,500222,500222,PASS
25219,32032,25219,412561,500650,500649,PASS
25243,32044,25243,412739,500848,500848,PASS
25261,32053,25261,412949,501025,501025,PASS
25307,32077,25307,413263,501476,501476,PASS
25339,32092,25339,413587,501736,501736,PASS
25357,32102,25357,413779,501868,501868,PASS
25391,32119,25391,414061,502206,502206,PASS
25423,32135,25423,414283,502497,502497,PASS
25453,32151,25453,414503,502788,502787,PASS
25469,32158,25469,414641,502925,502925,PASS
25537,32193,25537,415039,503518,503517,PASS
25577,32213,25577,415343,503833,503833,PASS
25589,32219,25589,415489,503984,503984,PASS
25609,32229,25609,415631,504196,504196,PASS
25639,32244,25639,415823,504515,504514,PASS
25667,32259,25667,416077,504788,504788,PASS
25693,32271,25693,416281,505003,505003,PASS
25733,32292,25733,416543,505387,505387,PASS
25759,32305,25759,416849,505609,505609,PASS
25793,32321,25793,417133,505882,505881,PASS
25819,32335,25819,417331,506152,506152,PASS
25849,32349,25849,417553,506438,506437,PASS
25889,32370,25889,417839,506856,506856,PASS
25919,32384,25919,418031,507138,507138,PASS
25939,32394,25939,418189,507313,507313,PASS
25969,32410,25969,418391,507622,507622,PASS
25999,32424,25999,418667,507823,507823,PASS
26021,32435,26021,418819,508033,508032,PASS
26053,32451,26053,419047,508354,508354,PASS
26107,32479,26107,419459,508886,508886,PASS
26119,32484,26119,419537,509003,509002,PASS
26161,32505,26161,419821,509324,509324,PASS
26183,32516,26183,420037,509556,509555,PASS
26209,32529,26209,420293,509790,509790,PASS
26249,32548,26249,420503,510103,510102,PASS
26263,32556,26263,420683,510276,510276,PASS
26297,32572,26297,420929,510613,510613,PASS
26321,32584,26321,421123,510879,510878,PASS
26357,32602,26357,421417,511208,511207,PASS
26393,32619,26393,421691,511514,511513,PASS
26417,32632,26417,421907,511777,511777,PASS
26437,32641,26437,422083,511923,511923,PASS
26479,32663,26479,422363,512326,512325,PASS
26501,32673,26501,422563,512505,512504,PASS
26557,32701,26557,422969,512984,512984,PASS
26591,32717,26591,423191,513291,513290,PASS
26633,32738,26633,423461,513656,513656,PASS
26669,32755,26669,423727,513983,513983,PASS
26687,32764,26687,423859,514129,514129,PASS
26701,32771,26701,424001,514250,514250,PASS
26717,32779,26717,424121,514407,514406,PASS
26731,32786,26731,424231,514558,514558,PASS
26777,32808,26777,424573,514960,514960,PASS
26813,32826,26813,424841,515319,515319,PASS
26839,32838,26839,425027,515551,515551,PASS
26863,32850,26863,425237,515764,515763,PASS
26891,32864,26891,425423,516081,516081,PASS
26921,32878,26921,425681,516321,516321,PASS
26951,32893,26951,425911,516624,516623,PASS
26981,32907,26981,426193,516909,516909,PASS
27011,32922,27011,426469,517198,517197,PASS
27043,32938,27043,426739,517487,517486,PASS
27067,32949,27067,426893,517717,517717,PASS
27091,32961,27091,427073,517917,517917,PASS
27109,32970,27109,427247,518076,518075,PASS
27179,33004,27179,427727,518687,518687,PASS
27211,33019,27211,427967,519006,519006,PASS
27253,33039,27253,428227,519389,519389,PASS
27277,33051,27277,428473,519640,519639,PASS
27299,33061,27299,428633,519850,519850,PASS
27361,33091,27361,429137,520355,520355,PASS
27407,33113,27407,429431,520757,520756,PASS
27431,33125,27431,429581,520973,520972,PASS
27457,33137,27457,429731,521253,521253,PASS
27487,33152,27487,429929,521523,521523,PASS
27529,33171,27529,430267,521919,521918,PASS
27551,33183,27551,430499,522151,522150,PASS
27611,33211,27611,430847,522618,522618,PASS
27647,33228,27647,431051,522978,522978,PASS
27689,33249,27689,431363,523312,523312,PASS
27701,33254,27701,431447,523413,523413,PASS
27739,33272,27739,431759,523756,523755,PASS
27751,33277,27751,431857,523891,523890,PASS
27773,33289,27773,432007,524141,524141,PASS
27793,33298,27793,432139,524349,524349,PASS
27809,33305,27809,432251,524455,524454,PASS
27827,33314,27827,432389,524630,524630,PASS
27883,33340,27883,432737,525090,525089,PASS
27917,33357,27917,433003,525363,525363,PASS
27943,33369,27943,433193,525644,525644,PASS
27961,33377,27961,433291,525819,525819,PASS
27997,33395,27997,433571,526131,526131,PASS
28027,33409,28027,433777,526352,526352,PASS
28057,33423,28057,434011,526656,526655,PASS
28087,33437,28087,434243,526925,526925,PASS
28109,33447,28109,434383,527154,527153,PASS
28151,33468,28151,434699,527492,527492,PASS
28183,33482,28183,434881,527765,527765,PASS
28219,33500,28219,435143,528092,528092,PASS
28279,33527,28279,435503,528606,528605,PASS
28297,33536,28297,435623,528782,528782,PASS
28319,33547,28319,435769,528980,528979,PASS
28387,33579,28387,436273,529571,529571,PASS
28409,33589,28409,436459,529718,529717,PASS
28433,33600,28433,436621,529980,529980,PASS
28463,33614,28463,436841,530250,530250,PASS
28499,33631,28499,437137,530594,530593,PASS
28537,33649,28537,437401,530952,530951,PASS
28549,33654,28549,437519,531042,531042,PASS
28573,33665,28573,437693,531238,531237,PASS
28597,33677,28597,437947,531472,531472,PASS
28619,33687,28619,438169,531667,531666,PASS
28631,33692,28631,438271,531754,531753,PASS
28657,33704,28657,438479,532002,532002,PASS
28669,33710,28669,438589,532141,532141,PASS
28703,33726,28703,438847,532401,532401,PASS
28729,33738,28729,439007,532569,532569,PASS
28759,33752,28759,439303,532853,532853,PASS
28793,33768,28793,439567,533112,533112,PASS
28817,33778,28817,439709,533324,533324,PASS
28859,33798,28859,439973,533668,533668,PASS
28879,33807,28879,440171,533827,533827,PASS
28921,33827,28921,440431,534176,534175,PASS
28949,33840,28949,440581,534446,534446,PASS
29009,33868,29009,441011,534897,534897,PASS
29023,33874,29023,441109,535033,535033,PASS
29059,33891,29059,441361,535345,535345,PASS
29101,33910,29101,441697,535676,535675,PASS
29131,33925,29131,441937,535949,535949,PASS
29153,33934,29153,442097,536129,536128,PASS
29179,33946,29179,442237,536359,536359,PASS
29207,33959,29207,442487,536591,536591,PASS
29231,33970,29231,442633,536822,536822,PASS
29269,33987,29269,442861,537088,537088,PASS
29303,34003,29303,443089,537410,537410,PASS
29333,34017,29333,443249,537695,537695,PASS
29363,34031,29363,443437,537983,537983,PASS
29389,34043,29389,443629,538233,538232,PASS
29411,34052,29411,443777,538396,538396,PASS
29437,34065,29437,443983,538680,538680,PASS
29473,34081,29473,444181,538922,538922,PASS
29527,34106,29527,444539,539397,539397,PASS
29567,34124,29567,444817,539727,539727,PASS
29581,34131,29581,444901,539867,539866,PASS
29611,34144,29611,445103,540120,540120,PASS
29641,34157,29641,445363,540374,540374,PASS
29671,34172,29671,445633,540599,540598,PASS
29723,34195,29723,446009,541054,541054,PASS
29759,34211,29759,446279,541378,541377,PASS
29803,34231,29803,446603,541760,541760,PASS
29837,34247,29837,446911,542085,542084,PASS
29867,34260,29867,447137,542352,542352,PASS
29881,34266,29881,447247,542472,542472,PASS
29927,34287,29927,447571,542906,542906,PASS
29983,34313,29983,447991,543384,543384,PASS
