y,M_cert,first_prime,last_prime,num_bits,den_bits,status
5903,17157,5903,199399,241342,241342,PASS
5939,17206,5939,200003,242182,242181,PASS
5987,17270,5987,200891,243215,243215,PASS
6029,17326,6029,201629,244101,244101,PASS
6047,17350,6047,201907,244530,244530,PASS
6073,17384,6073,202357,245107,245107,PASS
6091,17408,6091,202729,245525,245524,PASS
6121,17448,6121,203293,246154,246153,PASS
6143,17476,6143,203653,246592,246592,PASS
6173,17516,6173,204163,247240,247240,PASS
6203,17555,6203,204733,247841,247840,PASS
6221,17578,6221,205069,248197,248197,PASS
6257,17625,6257,205619,248910,248909,PASS
6271,17643,6271,205951,249201,249201,PASS
6299,17680,6299,206347,249787,249786,PASS
6317,17703,6317,206641,250158,250158,PASS
6337,17728,6337,207041,250559,250559,PASS
6359,17756,6359,207433,251012,251012,PASS
6373,17775,6373,207629,251328,251328,PASS
6397,17805,6397,208037,251819,251818,PASS
6449,17872,6449,208877,252853,252852,PASS
6473,17902,6473,209267,253343,253343,PASS
6521,17963,6521,209977,254320,254320,PASS
6551,18000,6551,210401,254862,254862,PASS
6569,18024,6569,210761,255231,255230,PASS
6581,18039,6581,210961,255532,255532,PASS
6619,18086,6619,211573,256262,256262,PASS
6659,18136,6659,212227,257044,257044,PASS
6679,18160,6679,212633,257464,257463,PASS
6701,18188,6701,213067,257934,257934,PASS
6719,18210,6719,213329,258333,258333,PASS
6761,18262,6761,214021,259248,259248,PASS
6781,18287,6781,214381,259668,259668,PASS
6803,18314,6803,214723,260108,260108,PASS
6829,18346,6829,215183,260652,260651,PASS
6857,18380,6857,215681,261274,261273,PASS
6871,18397,6871,215921,261553,261552,PASS
6907,18441,6907,216571,262305,262304,PASS
6947,18489,6947,217207,263087,263087,PASS
6961,18507,6961,217409,263459,263459,PASS
6977,18526,6977,217691,263789,263788,PASS
6997,18550,6997,218081,264142,264142,PASS
7019,18576,7019,218453,264608,264608,PASS
7043,18605,7043,218809,265052,265052,PASS
7079,18648,7079,219371,265777,265777,PASS
7121,18698,7121,219931,266513,266513,PASS
7151,18734,7151,220403,267101,267101,PASS
7187,18777,7187,220933,267810,267809,PASS
7211,18805,7211,221393,268222,268221,PASS
7229,18827,7229,221671,268638,268637,PASS
7247,18848,7247,221987,269035,269035,PASS
7297,18907,7297,222779,269919,269918,PASS
7321,18935,7321,223099,270422,270421,PASS
7349,18967,7349,223481,270855,270855,PASS
7393,19018,7393,224209,271719,271718,PASS
7433,19065,7433,224831,272452,272451,PASS
7459,19095,7459,225223,272942,272942,PASS
7487,19127,7487,225619,273500,273499,PASS
7507,19151,7507,225961,273902,273902,PASS
7529,19176,7529,226337,274292,274292,PASS
7547,19196,7547,226631,274610,274609,PASS
7561,19212,7561,226823,274919,274919,PASS
7583,19238,7583,227233,275356,275356,PASS
7603,19260,7603,227531,275771,275771,PASS
7639,19302,7639,228131,276482,276482,PASS
7669,19335,7669,228523,277106,277106,PASS
7687,19355,7687,228797,277455,277455,PASS
7703,19374,7703,229027,277772,277772,PASS
7727,19401,7727,229399,278224,278224,PASS
7757,19434,7757,229763,278738,278738,PASS
7793,19475,7793,230273,279358,279357,PASS
7829,19515,7829,230779,279985,279985,PASS
7867,19558,7867,231379,280678,280677,PASS
7879,19571,7879,231559,280931,280931,PASS
7907,19603,7907,232007,281506,281505,PASS
7933,19632,7933,232451,282016,282016,PASS
7951,19651,7951,232741,282362,282362,PASS
8009,19716,8009,233669,283386,283386,PASS
8039,19749,8039,234167,283964,283963,PASS
8069,19782,8069,234571,284476,284475,PASS
8089,19803,8089,234847,284809,284809,PASS
8111,19828,8111,235171,285230,285230,PASS
8147,19867,8147,235783,285903,285903,PASS
8171,19894,8171,236167,286374,286373,PASS
8209,19934,8209,236737,286970,286969,PASS
8231,19958,8231,237073,287364,287363,PASS
8243,19972,8243,237283,287592,287591,PASS
8273,20004,8273,237821,288128,288128,PASS
8293,20025,8293,238099,288524,288524,PASS
8317,20051,8317,238397,288967,288966,PASS
8363,20100,8363,239053,289799,289799,PASS
8387,20126,8387,239429,290227,290226,PASS
8423,20164,8423,239933,290846,290845,PASS
8443,20186,8443,240203,291220,291219,PASS
8467,20212,8467,240607,291645,291644,PASS
8521,20269,8521,241333,292544,292543,PASS
8539,20288,8539,241589,292859,292859,PASS
8573,20323,8573,241979,293414,293414,PASS
8599,20351,8599,242413,293893,293893,PASS
8627,20380,8627,242779,294435,294434,PASS
8647,20402,8647,243137,294817,294817,PASS
8677,20433,8677,243553,295360,295360,PASS
8693,20449,8693,243799,295683,295683,PASS
8713,20471,8713,244141,296067,296067,PASS
8737,20496,8737,244423,296504,296504,PASS
8753,20512,8753,244633,296782,296781,PASS
8783,20544,8783,245071,297318,297318,PASS
8819,20581,8819,245587,297931,297930,PASS
8837,20599,8837,245821,298241,298241,PASS
8861,20624,8861,246193,298680,298680,PASS
8887,20651,8887,246569,299126,299126,PASS
8929,20694,8929,247073,299794,299793,PASS
8951,20717,8951,247439,300170,300170,PASS
8971,20737,8971,247717,300505,300505,PASS
9007,20774,9007,248167,301145,301145,PASS
9029,20796,9029,248461,301501,301501,PASS
9049,20816,9049,248723,301868,301868,PASS
9091,20859,9091,249287,302567,302566,PASS
9127,20896,9127,249779,303116,303116,PASS
9151,20920,9151,250057,303567,303567,PASS
9173,20942,9173,250501,303924,303924,PASS
9199,20969,9199,250919,304388,304387,PASS
9221,20991,9221,251191,304762,304762,PASS
9241,21010,9241,251431,305096,305096,PASS
9281,21051,9281,251941,305809,305808,PASS
9311,21080,9311,252341,306337,306337,PASS
9337,21107,9337,252761,306801,306800,PASS
9349,21119,9349,252919,307039,307038,PASS
9391,21160,9391,253553,307648,307648,PASS
9413,21182,9413,253811,308034,308034,PASS
9431,21200,9431,254039,308364,308364,PASS
9439,21208,9439,254197,308548,308548,PASS
9467,21236,9467,254699,308980,308979,PASS
9491,21259,9491,254963,309369,309369,PASS
9521,21289,9521,255259,309869,309868,PASS
9547,21315,9547,255653,310307,310307,PASS
9601,21368,9601,256349,311142,311141,PASS
9623,21389,9623,256651,311451,311450,PASS
9643,21408,9643,257003,311766,311766,PASS
9677,21442,9677,257459,312382,312382,PASS
9697,21461,9697,257783,312701,312700,PASS
9733,21495,9733,258233,313268,313268,PASS
9749,21512,9749,258449,313549,313549,PASS
9781,21542,9781,258803,314032,314031,PASS
9803,21563,9803,259159,314412,314412,PASS
9829,21589,9829,259537,314825,314825,PASS
9851,21610,9851,259813,315213,315212,PASS
9871,21629,9871,260111,315534,315533,PASS
9901,21658,9901,260549,315986,315985,PASS
9929,21684,9929,260921,316444,316444,PASS
9949,21704,9949,261229,316798,316797,PASS
10007,21759,10007,262007,317779,317779,PASS
10039,21790,10039,262399,318313,318312,PASS
10069,21818,10069,262781,318763,318763,PASS
10093,21841,10093,263167,319151,319151,PASS
10111,21858,10111,263399,319480,319479,PASS
10141,21886,10141,263761,319909,319909,PASS
10163,21907,10163,264031,320263,320262,PASS
10181,21924,10181,264289,320577,320577,PASS
10223,21964,10223,264839,321193,321193,PASS
10253,21991,10253,265207,321703,321703,PASS
10271,22008,10271,265459,322030,322029,PASS
10301,22036,10301,265841,322463,322463,PASS
10321,22055,10321,266089,322814,322814,PASS
10337,22070,10337,266297,323077,323077,PASS
10369,22100,10369,266719,323599,323598,PASS
10427,22154,10427,267419,324384,324383,PASS
10453,22177,10453,267643,324822,324821,PASS
10463,22187,10463,267739,325009,325009,PASS
10499,22220,10499,268207,325502,325501,PASS
10529,22247,10529,268721,325900,325899,PASS
10567,22283,10567,269089,326525,326524,PASS
10601,22314,10601,269473,327089,327089,PASS
10627,22337,10627,269851,327509,327509,PASS
10651,22359,10651,270167,327900,327899,PASS
10667,22374,10667,270371,328163,328163,PASS
10709,22413,10709,270859,328823,328822,PASS
10729,22430,10729,271127,329101,329101,PASS
10753,22452,10753,271463,329445,329444,PASS
10789,22485,10789,271903,330014,330013,PASS
10837,22528,10837,272411,330736,330736,PASS
10859,22548,10859,272759,331089,331088,PASS
10883,22569,10883,273047,331412,331411,PASS
10903,22587,10903,273289,331760,331759,PASS
10939,22620,10939,273899,332311,332311,PASS
10973,22650,10973,274243,332863,332863,PASS
10993,22668,10993,274583,333180,333179,PASS
11047,22716,11047,275167,333867,333866,PASS
11069,22736,11069,275459,334217,334216,PASS
11087,22752,11087,275669,334498,334498,PASS
11117,22778,11117,276019,334927,334926,PASS
11149,22807,11149,276389,335427,335427,PASS
11171,22826,11171,276671,335775,335775,PASS
11197,22850,11197,277003,336200,336199,PASS
11243,22890,11243,277597,336928,336927,PASS
11261,22906,11261,277829,337189,337189,PASS
11287,22929,11287,278191,337625,337625,PASS
11317,22955,11317,278561,338089,338089,PASS
11351,22985,11351,278909,338587,338586,PASS
11383,23012,11383,279397,339019,339019,PASS
11411,23037,11411,279707,339459,339458,PASS
11443,23065,11443,280129,339957,339956,PASS
11471,23090,11471,280513,340382,340381,PASS
11491,23107,11491,280711,340711,340710,PASS
11519,23131,11519,280997,341123,341123,PASS
11551,23159,11551,281381,341554,341554,PASS
11593,23195,11593,281837,342134,342133,PASS
11621,23219,11621,282127,342578,342578,PASS
11677,23268,11677,282833,343396,343396,PASS
11699,23286,11699,283097,343727,343727,PASS
11719,23303,11719,283403,344029,344028,PASS
11777,23353,11777,284111,344894,344894,PASS
11789,23363,11789,284233,345116,345115,PASS
11813,23383,11813,284509,345433,345432,PASS
11831,23399,11831,284723,345745,345745,PASS
11863,23426,11863,285049,346196,346196,PASS
11897,23455,11897,285497,346683,346683,PASS
11923,23477,11923,285757,347059,347058,PASS
11939,23490,11939,285997,347333,347332,PASS
11959,23508,11959,286381,347698,347698,PASS
11981,23526,11981,286589,348013,348012,PASS
12011,23551,12011,286987,348491,348491,PASS
12043,23579,12043,287327,348972,348972,PASS
12073,23603,12073,287789,349380,349380,PASS
12107,23632,12107,288247,349882,349882,PASS
12119,23642,12119,288413,350086,350085,PASS
12157,23673,12157,288851,350623,350622,PASS
12197,23707,12197,289241,351199,351199,PASS
12227,23732,12227,289577,351530,351530,PASS
12251,23752,12251,289871,351947,351947,PASS
12269,23767,12269,290057,352182,352181,PASS
12289,23783,12289,290351,352443,352443,PASS
12329,23817,12329,290737,353037,353036,PASS
12373,23853,12373,291253,353627,353626,PASS
12391,23868,12391,291457,353853,353852,PASS
12413,23886,12413,291743,354217,354216,PASS
12437,23906,12437,292069,354555,354554,PASS
12473,23936,12473,292489,355060,355059,PASS
12491,23950,12491,292703,355326,355326,PASS
12511,23966,12511,292933,355642,355642,PASS
12539,23990,12539,293311,356038,356038,PASS
12553,24001,12553,293507,356259,356259,PASS
12583,24025,12583,293941,356673,356673,PASS
12611,24049,12611,294247,357036,357035,PASS
12637,24069,12637,294499,357411,357411,PASS
12653,24082,12653,294761,357672,357671,PASS
12689,24112,12689,295123,358221,358220,PASS
12713,24131,12713,295429,358572,358572,PASS
12743,24156,12743,295853,359004,359003,PASS
12781,24186,12781,296243,359537,359537,PASS
12809,24209,12809,296563,359961,359961,PASS
12829,24225,12829,296767,360273,360273,PASS
12889,24274,12889,297481,361204,361203,PASS
12907,24288,12907,297691,361463,361463,PASS
12919,24297,12919,297853,361604,361603,PASS
12953,24325,12953,298237,362075,362074,PASS
12973,24341,12973,298513,362354,362354,PASS
13001,24363,13001,298819,362744,362743,PASS
13009,24369,13009,298999,362874,362874,PASS
13043,24397,13043,299389,363360,363359,PASS
13093,24437,13093,299951,363972,363971,PASS
13109,24449,13109,300151,364169,364168,PASS
13147,24479,13147,300569,364678,364678,PASS
13163,24492,13163,300733,364923,364923,PASS
13183,24508,13183,300931,365190,365190,PASS
13219,24536,13219,301331,365664,365663,PASS
13249,24560,13249,301649,366061,366060,PASS
13291,24593,13291,302143,366608,366607,PASS
13313,24611,13313,302443,366916,366915,PASS
13337,24629,13337,302747,367201,367201,PASS
13381,24664,13381,303139,367765,367764,PASS
13411,24687,13411,303463,368190,368190,PASS
13441,24711,13441,303727,368633,368633,PASS
13463,24728,13463,304013,368899,368899,PASS
13487,24746,13487,304259,369201,369201,PASS
13523,24775,13523,304631,369722,369721,PASS
13567,24808,13567,305023,370296,370295,PASS
13597,24832,13597,305377,370757,370756,PASS
13627,24855,13627,305639,371197,371197,PASS
13669,24888,13669,306157,371731,371731,PASS
13687,24902,13687,306367,372011,372011,PASS
13697,24909,13697,306473,372162,372162,PASS
13721,24928,13721,306749,372515,372515,PASS
13751,24951,13751,307067,372908,372908,PASS
13763,24960,13763,307189,373086,373085,PASS
13799,24988,13799,307589,373588,373588,PASS
13831,25012,13831,308017,373998,373998,PASS
13873,25045,13873,308501,374547,374546,PASS
13883,25052,13883,308587,374654,374654,PASS
13907,25070,13907,308923,375008,375007,PASS
13931,25088,13931,309131,375391,375390,PASS
13967,25116,13967,309503,375864,375863,PASS
14009,25149,14009,310019,376406,376405,PASS
14033,25166,14033,310273,376754,376754,PASS
14071,25195,14071,310697,377289,377288,PASS
14087,25208,14087,310861,377551,377551,PASS
14149,25255,14149,311561,378385,378385,PASS
14173,25272,14173,311821,378716,378716,PASS
14207,25297,14207,312211,379130,379129,PASS
14249,25329,14249,312601,379738,379738,PASS
14293,25363,14293,313081,380318,380317,PASS
14323,25385,14323,313351,380664,380664,PASS
14347,25403,14347,313619,381032,381031,PASS
14389,25434,14389,313993,381603,381603,PASS
14411,25450,14411,314233,381917,381916,PASS
14431,25466,14431,314467,382215,382215,PASS
14449,25479,14449,314651,382459,382458,PASS
14489,25508,14489,315103,382982,382981,PASS
14533,25541,14533,315569,383592,383592,PASS
14549,25553,14549,315743,383804,383804,PASS
14561,25562,14561,315907,383975,383975,PASS
14593,25586,14593,316243,384423,384423,PASS
14629,25612,14629,316633,384873,384873,PASS
14653,25630,14653,316853,385193,385193,PASS
14683,25652,14683,317171,385557,385557,PASS
14717,25678,14717,317503,385974,385974,PASS
14737,25692,14737,317717,386254,386254,PASS
14753,25703,14753,317857,386464,386464,PASS
14771,25716,14771,318103,386691,386690,PASS
14797,25736,14797,318319,387097,387096,PASS
14827,25758,14827,318671,387427,387426,PASS
14851,25775,14851,318881,387727,387727,PASS
14879,25796,14879,319159,388073,388072,PASS
14897,25809,14897,319357,388301,388301,PASS
14939,25840,14939,319733,388782,388781,PASS
14957,25853,14957,319937,389015,389015,PASS
15013,25893,15013,320431,389690,389690,PASS
15053,25922,15053,320861,390178,390177,PASS
15077,25940,15077,321169,390501,390501,PASS
15101,25957,15101,321371,390822,390822,PASS
15131,25978,15131,321707,391246,391246,PASS
15149,25992,15149,321901,391542,391541,PASS
15187,26019,15187,322249,392006,392006,PASS
15217,26041,15217,322583,392398,392397,PASS
15241,26058,15241,322859,392697,392697,PASS
15269,26077,15269,323123,393004,393003,PASS
15287,26090,15287,323371,393252,393252,PASS
15307,26105,15307,323591,393488,393488,PASS
15329,26120,15329,323837,393755,393754,PASS
15359,26142,15359,324199,394132,394131,PASS
15377,26155,15377,324403,394407,394407,PASS
15401,26172,15401,324617,394663,394663,PASS
15439,26199,15439,324953,395134,395134,PASS
15461,26215,15461,325163,395437,395437,PASS
15493,26237,15493,325463,395812,395812,PASS
15527,26262,15527,325781,396247,396247,PASS
15559,26284,15559,326101,396627,396626,PASS
15583,26301,15583,326437,396929,396929,PASS
15619,26326,15619,326737,397394,397394,PASS
15643,26343,15643,327007,397695,397695,PASS
15661,26356,15661,327251,397926,397925,PASS
15679,26369,15679,327421,398188,398187,PASS
15731,26406,15731,327851,398812,398811,PASS
15739,26411,15739,327941,398942,398942,PASS
15767,26430,15767,328249,399266,399266,PASS
15791,26448,15791,328513,399606,399605,PASS
15809,26460,15809,328721,399863,399863,PASS
15859,26494,15859,329233,400493,400492,PASS
15887,26515,15887,329533,400899,400899,PASS
15907,26528,15907,329687,401161,401161,PASS
15923,26539,15923,329891,401403,401403,PASS
15971,26573,15971,330313,402016,402015,PASS
16001,26593,16001,330643,402342,402341,PASS
16057,26632,16057,331171,402983,402983,PASS
16067,26639,16067,331283,403137,403137,PASS
16087,26654,16087,331519,403418,403418,PASS
16103,26665,16103,331663,403631,403631,PASS
16139,26689,16139,331999,404047,404047,PASS
16187,26722,16187,332471,404627,404627,PASS
16217,26743,16217,332837,405034,405034,PASS
16231,26753,16231,333019,405228,405227,PASS
16267,26777,16267,333337,405625,405624,PASS
16319,26813,16319,333787,406183,406182,PASS
16349,26833,16349,334127,406524,406523,PASS
16369,26848,16369,334379,406803,406803,PASS
16417,26880,16417,334777,407395,407395,PASS
16433,26891,16433,334991,407574,407574,PASS
16453,26905,16453,335149,407828,407827,PASS
16487,26928,16487,335519,408222,408222,PASS
16529,26957,16529,335941,408748,408747,PASS
16561,26978,16561,336239,409125,409125,PASS
16603,27007,16603,336649,409601,409601,PASS
16631,27025,16631,336871,409956,409955,PASS
16651,27038,16651,337069,410184,410184,PASS
16673,27054,16673,337327,410517,410516,PASS
16699,27071,16699,337583,410803,410803,PASS
16741,27100,16741,337957,411283,411282,PASS
16763,27114,16763,338203,411533,411533,PASS
16823,27155,16823,338707,412259,412258,PASS
16843,27168,16843,338927,412504,412503,PASS
16883,27195,16883,339373,412960,412960,PASS
16903,27208,16903,339637,413203,413203,PASS
16931,27227,16931,339907,413508,413508,PASS
16963,27249,16963,340261,413885,413885,PASS
16987,27264,16987,340481,414167,414167,PASS
17021,27288,17021,340819,414601,414600,PASS
17033,27295,17033,340927,414726,414725,PASS
17053,27308,17053,341123,415004,415004,PASS
17099,27339,17099,341569,415514,415514,PASS
17123,27355,17123,341813,415767,415766,PASS
17167,27384,17167,342203,416241,416241,PASS
17191,27400,17191,342413,416541,416540,PASS
17209,27412,17209,342607,416750,416750,PASS
17257,27444,17257,343141,417282,417282,PASS
17299,27471,17299,343489,417725,417724,PASS
17327,27490,17327,343769,418096,418096,PASS
17351,27505,17351,343963,418397,418397,PASS
17383,27527,17383,344257,418779,418778,PASS
17393,27533,17393,344353,418915,418915,PASS
17419,27550,17419,344681,419218,419217,PASS
17449,27569,17449,344941,419605,419605,PASS
17477,27588,17477,345229,419932,419931,PASS
17491,27597,17491,345463,420079,420078,PASS
17519,27615,17519,345689,420418,420417,PASS
17569,27648,17569,346133,420965,420964,PASS
17581,27655,17581,346259,421135,421134,PASS
17609,27674,17609,346447,421475,421475,PASS
17657,27705,17657,346933,421993,421993,PASS
17681,27721,17681,347161,422274,422274,PASS
17713,27741,17713,347443,422668,422668,PASS
17747,27764,17747,347801,423084,423084,PASS
17783,27787,17783,348083,423484,423484,PASS
17807,27802,17807,348353,423737,423736,PASS
17839,27823,17839,348617,424081,424081,PASS
17881,27850,17881,349043,424523,424522,PASS
17909,27868,17909,349337,424846,424845,PASS
17923,27877,17923,349411,425022,425022,PASS
17957,27898,17957,349787,425339,425339,PASS
17977,27912,17977,349933,425590,425590,PASS
17989,27919,17989,350087,425775,425774,PASS
18043,27954,18043,350629,426279,426278,PASS
18059,27964,18059,350771,426485,426485,PASS
18089,27983,18089,351037,426794,426793,PASS
18121,28004,18121,351311,427188,427188,PASS
18133,28012,18133,351427,427339,427339,PASS
18169,28034,18169,351773,427734,427733,PASS
18199,28054,18199,352069,428078,428078,PASS
18223,28069,18223,352301,428379,428379,PASS
18251,28087,18251,352489,428718,428718,PASS
18269,28098,18269,352691,428909,428909,PASS
18301,28118,18301,352991,429270,429270,PASS
18313,28126,18313,353137,429442,429441,PASS
18353,28151,18353,353527,429879,429879,PASS
18379,28167,18379,353767,430197,430196,PASS
18413,28189,18413,354041,430605,430605,PASS
18439,28205,18439,354271,430925,430925,PASS
18457,28216,18457,354401,431153,431152,PASS
18493,28240,18493,354751,431582,431582,PASS
18521,28257,18521,354997,431891,431891,PASS
18541,28269,18541,355111,432122,432122,PASS
18587,28298,18587,355571,432667,432667,PASS
18637,28330,18637,356077,433267,433266,PASS
18679,28356,18679,356479,433708,433708,PASS
18713,28378,18713,356893,434075,434075,PASS
18743,28396,18743,357169,434448,434447,PASS
18773,28415,18773,357437,434853,434853,PASS
18797,28430,18797,357659,435134,435134,PASS
18859,28468,18859,358201,435732,435732,PASS
18911,28501,18911,358613,436280,436280,PASS
18919,28506,18919,358711,436394,436394,PASS
18973,28538,18973,359111,436928,436927,PASS
19009,28561,19009,359417,437264,437263,PASS
19037,28578,19037,359663,437604,437603,PASS
19073,28601,19073,360163,438038,438037,PASS
19087,28609,19087,360271,438211,438210,PASS
19141,28643,19141,360863,438734,438734,PASS
19181,28667,19181,361237,439136,439136,PASS
19211,28686,19211,361481,439525,439525,PASS
19231,28698,19231,361679,439754,439754,PASS
19259,28714,19259,361919,440026,440025,PASS
19289,28733,19289,362177,440368,440367,PASS
19319,28751,19319,362393,440739,440739,PASS
19379,28788,19379,362987,441398,441398,PASS
19391,28795,19391,363149,441549,441548,PASS
19421,28814,19421,363379,441924,441924,PASS
19429,28819,19429,363481,442043,442042,PASS
